scenery;sequence_size;sequence;total;total_time_span;avg_time_span;i_support;s_support;ids;grade_avg;grade_avg_deviation;grade_median;grade_mode;max_grade
3;4;assignment_vis>resource_vis>resource_vis>assignment_sub;508;633832;354229.9;2811;508;508;1.36;0.52;1.5;1.5;2
3;4;assignment_vis>resource_vis>resource_vis>assignment_vis;253;633832;423314.52;506;253;253;1.35;0.53;1.5;1.5;2
3;4;assignment_vis>resource_vis>resource_vis>forum_vis;202;632734;405654.69;404;202;202;1.39;0.52;1.5;1.5;2
3;4;assignment_vis>resource_vis>forum_vis>assignment_sub;290;633184;388595.64;1237;290;290;1.43;0.5;1.5;1.5;2
3;4;assignment_vis>resource_vis>forum_vis>forum_vis;222;632814;410687.02;444;222;222;1.43;0.49;1.5;1.5;2
3;4;assignment_vis>resource_vis>forum_vis>resource_vis;174;632814;413993.82;348;174;174;1.4;0.52;1.5;1.5;2
3;4;assignment_vis>assignment_try>resource_vis>assignment_sub;233;633768;396938.47;233;233;233;1.33;0.54;1.5;1.5;2
3;4;assignment_vis>assignment_try>assignment_vis>assignment_sub;218;633843;406506.68;218;218;218;1.34;0.52;1.5;1.5;2
3;4;assignment_vis>assignment_vis>assignment_vis>resource_vis;190;633747;463681.8;380;190;190;1.32;0.53;1.5;1.5;2
3;4;assignment_vis>assignment_vis>assignment_vis>assignment_sub;351;633907;423171.39;1391;351;351;1.34;0.53;1.5;1.5;2
3;4;assignment_vis>assignment_vis>assignment_vis>assignment_vis;186;633822;458385.75;372;186;186;1.31;0.55;1.5;1.5;2
3;4;assignment_vis>assignment_vis>resource_vis>resource_vis;265;633832;401659.15;530;265;265;1.31;0.54;1.5;1.5;2
3;4;assignment_vis>assignment_vis>resource_vis>assignment_sub;454;633832;397271.22;1775;454;454;1.36;0.51;1.5;1.5;2
3;4;assignment_vis>assignment_vis>resource_vis>assignment_vis;228;633832;441795.75;456;228;228;1.34;0.56;1.5;1.5;2
3;4;assignment_vis>assignment_vis>resource_vis>forum_vis;171;632729;431520.27;342;171;171;1.39;0.52;1.5;1.5;2
3;4;assignment_vis>assignment_vis>assignment_try>assignment_sub;238;633822;394728.23;238;238;238;1.35;0.54;1.5;1.5;2
3;4;assignment_vis>assignment_vis>forum_vis>assignment_sub;258;633722;406985.71;628;258;258;1.37;0.51;1.5;1.5;2
3;4;assignment_vis>assignment_vis>forum_vis>forum_vis;199;633389;417665.08;398;199;199;1.38;0.49;1.5;1.5;2
3;4;assignment_vis>forum_vis_SOME>forum_vis>forum_vis;207;633575;407293.99;414;207;207;1.47;0.45;1.5;1.5;2
3;4;assignment_vis>forum_vis_SOME>forum_vis>assignment_sub;207;633575;407293.99;414;207;207;1.47;0.45;1.5;1.5;2
3;4;assignment_vis>forum_vis>forum_vis>forum_vis;205;632814;421287.22;410;205;205;1.4;0.48;1.5;1.5;2
3;4;assignment_vis>forum_vis>forum_vis>assignment_sub;321;633575;395676.96;1930;321;321;1.42;0.49;1.5;1.5;2
3;4;assignment_vis>forum_vis>forum_vis>resource_vis;198;633569;416345.05;396;198;198;1.4;0.5;1.5;1.5;2
3;4;assignment_vis>forum_vis>assignment_vis>assignment_sub;232;633761;426014.59;399;232;232;1.35;0.53;1.5;1.5;2
3;4;assignment_vis>forum_vis>resource_vis>resource_vis;168;633463;418279.49;336;168;168;1.32;0.55;1.5;1.5;2
3;4;assignment_vis>forum_vis>resource_vis>assignment_sub;265;633569;402220.88;978;265;265;1.38;0.52;1.5;1.5;2
3;4;assignment_vis>resource_vis_SOME>resource_vis>resource_vis;187;633002;365475.99;374;187;187;1.29;0.56;1.5;1.5;2
3;4;assignment_vis>resource_vis_SOME>resource_vis>assignment_sub;187;633002;365475.99;374;187;187;1.29;0.56;1.5;1.5;2
3;4;assignment_try>resource_vis>assignment_vis>assignment_sub;267;633768;381692.23;267;267;267;1.37;0.53;1.5;1.5;2
3;4;assignment_try>resource_vis>resource_vis>assignment_sub;281;633768;372097.26;281;281;281;1.31;0.53;1.5;1.5;2
3;4;assignment_try>assignment_vis>assignment_vis>assignment_sub;262;633918;410595.03;430;262;262;1.33;0.52;1.5;1.5;2
3;4;assignment_try>assignment_vis>resource_vis>assignment_sub;242;633768;406524.86;242;242;242;1.32;0.5;1.5;1.5;2
3;4;assignment_vis_SOME>assignment_vis>assignment_vis>assignment_sub;185;633822;418038.5;185;185;185;1.28;0.54;1.5;1.5;2
3;4;forum_vis>resource_vis>assignment_try>assignment_sub;190;633077;386545.39;190;190;190;1.42;0.48;1.5;1.5;2
3;4;forum_vis>resource_vis>resource_vis>assignment_vis;185;633077;427205.76;370;185;185;1.42;0.52;1.5;1.5;2
3;4;forum_vis>resource_vis>resource_vis>forum_vis;211;633077;397432.33;770;211;211;1.45;0.48;1.5;1.5;2
3;4;forum_vis>resource_vis>resource_vis>assignment_sub;352;633726;381350.41;2658;352;352;1.42;0.5;1.5;1.5;2
3;4;forum_vis>resource_vis>resource_vis>resource_vis;182;632734;411147.03;364;182;182;1.41;0.51;1.5;1.5;2
3;4;forum_vis>resource_vis>assignment_vis>assignment_sub;264;633077;389563.55;831;264;264;1.43;0.52;1.5;1.5;2
3;4;forum_vis>resource_vis>forum_vis_SOME>forum_vis;175;632729;417366.68;700;175;175;1.55;0.41;1.5;1.5;2
3;4;forum_vis>resource_vis>forum_vis_SOME>assignment_sub;175;632729;417366.68;525;175;175;1.55;0.41;1.5;1.5;2
3;4;forum_vis>resource_vis>forum_vis>forum_vis;235;633077;407529.75;2246;235;235;1.47;0.46;1.5;1.5;2
3;4;forum_vis>resource_vis>forum_vis>assignment_sub;290;633077;387640.44;2599;290;290;1.46;0.48;1.5;1.5;2
3;4;forum_vis>resource_vis>forum_vis>resource_vis;180;632729;418799.27;360;180;180;1.46;0.5;1.5;1.5;2
3;4;forum_vis>assignment_vis>forum_vis>forum_vis;179;633389;437601.72;358;179;179;1.4;0.49;1.5;1.5;2
3;4;forum_vis>assignment_vis>forum_vis>assignment_sub;227;633536;409097.22;773;227;227;1.41;0.49;1.5;1.5;2
3;4;forum_vis>assignment_vis>assignment_vis>assignment_sub;230;633918;417347.56;591;230;230;1.35;0.54;1.5;1.5;2
3;4;forum_vis>assignment_vis>resource_vis>assignment_sub;237;632814;393701.42;598;237;237;1.4;0.52;1.5;1.5;2
3;4;forum_vis>forum_vis_SOME>forum_vis>forum_vis;253;633389;385068.82;4226;253;253;1.48;0.43;1.5;1.5;2
3;4;forum_vis>forum_vis_SOME>forum_vis>assignment_sub;253;633389;385068.82;3876;253;253;1.48;0.43;1.5;1.5;2
3;4;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis;196;632574;405709.44;1484;196;196;1.49;0.43;1.5;1.5;2
3;4;forum_vis>forum_vis_SOME>forum_vis_SOME>assignment_sub;196;632574;405709.44;1113;196;196;1.49;0.43;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_vis>forum_participation;180;633732;360703.71;1036;180;180;1.45;0.46;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_vis>forum_vis;302;633732;372000.39;8566;302;302;1.45;0.46;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_vis>assignment_sub;383;633732;367956.65;10906;383;383;1.43;0.47;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_vis>resource_vis;217;632814;392843.1;768;217;217;1.47;0.47;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_vis>assignment_vis;197;633077;418125.02;394;197;197;1.42;0.51;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_participation>forum_vis;207;633077;362734.84;1824;207;207;1.45;0.46;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_participation>assignment_sub;222;633732;362006.05;1863;222;222;1.45;0.46;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_vis_SOME>forum_vis;226;633384;383889.33;3368;226;226;1.49;0.43;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_vis_SOME>assignment_sub;226;633384;383889.33;2442;226;226;1.49;0.43;1.5;1.5;2
3;4;forum_vis>forum_vis>forum_vis_SOME>forum_vis_SOME;175;632574;407142.13;1050;175;175;1.5;0.42;1.5;1.5;2
3;4;forum_vis>forum_vis>resource_vis>resource_vis;254;633726;391841.59;1214;254;254;1.43;0.48;1.5;1.5;2
3;4;forum_vis>forum_vis>resource_vis>assignment_vis;187;633077;406143.35;374;187;187;1.45;0.5;1.5;1.5;2
3;4;forum_vis>forum_vis>resource_vis>forum_vis;226;633077;395288.04;1170;226;226;1.46;0.47;1.5;1.5;2
3;4;forum_vis>forum_vis>resource_vis>assignment_sub;380;633726;365316.14;3779;380;380;1.43;0.49;1.5;1.5;2
3;4;forum_vis>forum_vis>assignment_try>assignment_sub;211;633077;378631.45;378;211;211;1.44;0.45;1.5;1.5;2
3;4;forum_vis>forum_vis>assignment_vis>assignment_vis;174;633732;428075.75;348;174;174;1.4;0.52;1.5;1.5;2
3;4;forum_vis>forum_vis>assignment_vis>resource_vis;175;632814;407000.69;350;175;175;1.44;0.5;1.5;1.5;2
3;4;forum_vis>forum_vis>assignment_vis>forum_vis;179;633536;422189.2;358;179;179;1.43;0.48;1.5;1.5;2
3;4;forum_vis>forum_vis>assignment_vis>assignment_sub;294;633732;391360.39;1811;294;294;1.42;0.49;1.5;1.5;2
3;4;forum_vis>forum_participation>forum_vis>forum_vis;187;632689;360582.19;736;187;187;1.45;0.45;1.5;1.5;2
3;4;forum_vis>forum_participation>forum_vis>assignment_sub;214;633732;359264.35;1671;214;214;1.45;0.46;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_vis>forum_participation;186;633384;368997.32;712;186;186;1.45;0.46;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_vis>forum_vis_SOME;175;632729;384180.52;1050;175;175;1.49;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_vis>forum_vis;258;632881;368073.37;5664;258;258;1.47;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_vis>assignment_sub;393;633575;358596.23;8871;393;393;1.47;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_vis>assignment_vis;193;632920;405014.09;386;193;193;1.46;0.45;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_vis>resource_vis;240;633569;378157.48;1550;240;240;1.49;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_participation>forum_vis;170;632729;369635.19;680;170;170;1.45;0.47;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_participation>assignment_sub;186;633384;368997.32;712;186;186;1.45;0.46;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_vis_SOME>forum_vis;175;632729;384180.52;1400;175;175;1.49;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>forum_vis_SOME>assignment_sub;175;632729;384180.52;1050;175;175;1.49;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>assignment_vis>assignment_sub;193;632920;405014.09;386;193;193;1.46;0.45;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>resource_vis>assignment_sub;240;633569;378157.48;1550;240;240;1.49;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis>resource_vis>resource_vis;168;633383;403132.44;672;168;168;1.5;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_participation>forum_vis>assignment_sub;170;632729;369635.19;510;170;170;1.45;0.47;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis;312;633569;370991.71;6476;312;312;1.48;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_sub;312;633569;370991.71;5740;312;312;1.48;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis_SOME>forum_vis>resource_vis;185;633569;388427.26;740;185;185;1.47;0.42;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>forum_vis;253;632920;379605.52;2916;253;253;1.49;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>assignment_sub;253;632920;379605.52;2102;253;253;1.49;0.44;1.5;1.5;2
3;4;forum_vis_SOME>forum_vis_SOME>resource_vis>assignment_sub;185;633569;388427.26;555;185;185;1.47;0.42;1.5;1.5;2
3;4;forum_vis_SOME>resource_vis>resource_vis>assignment_sub;168;633383;403132.44;504;168;168;1.5;0.44;1.5;1.5;2
3;4;forum_participation>forum_vis>forum_vis>assignment_sub;187;632689;360582.19;555;187;187;1.45;0.45;1.5;1.5;2
3;4;resource_vis_SOME>resource_vis>resource_vis>resource_vis;167;633768;390627.19;334;167;167;1.35;0.53;1.5;1.5;2
3;4;resource_vis_SOME>resource_vis>resource_vis>assignment_sub;424;633859;340327.29;1357;424;424;1.36;0.52;1.5;1.5;2
3;4;resource_vis_SOME>resource_vis>resource_vis>forum_vis;187;632611;398452.58;374;187;187;1.42;0.47;1.5;1.5;2
3;4;resource_vis_SOME>resource_vis>resource_vis>assignment_vis;189;633859;407609.6;378;189;189;1.36;0.55;1.5;1.5;2
3;4;resource_vis_SOME>resource_vis>forum_vis>assignment_sub;187;632611;398452.58;374;187;187;1.42;0.47;1.5;1.5;2
3;4;resource_vis_SOME>resource_vis>assignment_vis>assignment_sub;189;633859;407609.6;378;189;189;1.36;0.55;1.5;1.5;2
3;4;resource_vis_SOME>resource_vis_SOME>resource_vis>resource_vis;203;633018;353247.43;406;203;203;1.34;0.54;1.5;1.5;2
3;4;resource_vis_SOME>resource_vis_SOME>resource_vis>assignment_sub;203;633018;353247.43;406;203;203;1.34;0.54;1.5;1.5;2
3;4;forum_vis_MANY>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME;172;632729;384245.59;1032;172;172;1.49;0.43;1.5;1.5;2
3;4;forum_vis_MANY>forum_vis_SOME>forum_vis_SOME>forum_vis;172;632729;384245.59;1376;172;172;1.49;0.43;1.5;1.5;2
3;4;forum_vis_MANY>forum_vis_SOME>forum_vis_SOME>assignment_sub;172;632729;384245.59;1032;172;172;1.49;0.43;1.5;1.5;2
3;4;forum_vis_MANY>forum_vis_SOME>forum_vis>forum_vis;172;632729;384245.59;1032;172;172;1.49;0.43;1.5;1.5;2
3;4;forum_vis_MANY>forum_vis_SOME>forum_vis>assignment_sub;172;632729;384245.59;1032;172;172;1.49;0.43;1.5;1.5;2
3;4;forum_vis_MANY>forum_vis>forum_vis>assignment_sub;172;632729;384245.59;688;172;172;1.49;0.43;1.5;1.5;2
3;5;resource_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;262;633768;414031.99;432;262;262;1.36;0.54;1.5;1.5;2
3;5;resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;228;633768;446594.16;228;228;228;1.38;0.54;1.5;1.5;2
3;5;resource_vis>assignment_vis>resource_vis>forum_vis>assignment_sub;178;633104;435303.16;178;178;178;1.43;0.5;1.5;1.5;2
3;5;resource_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;248;633747;462475.67;248;248;248;1.38;0.51;1.5;1.5;2
3;5;resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;207;633822;479452.88;207;207;207;1.37;0.54;1.5;1.5;2
3;5;resource_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;231;632920;428491.77;399;231;231;1.43;0.48;1.5;1.5;2
3;5;resource_vis>assignment_vis>forum_vis>assignment_vis>assignment_sub;167;633761;455353.27;167;167;167;1.38;0.52;1.5;1.5;2
3;5;resource_vis>assignment_vis>forum_vis>resource_vis>assignment_sub;173;632920;447745.5;173;173;173;1.4;0.51;1.5;1.5;2
3;5;resource_vis>resource_vis>assignment_try>resource_vis>assignment_sub;170;633768;398259.52;170;170;170;1.35;0.5;1.5;1.5;2
3;5;resource_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;235;633768;422187.51;235;235;235;1.37;0.55;1.5;1.5;2
3;5;resource_vis>resource_vis>resource_vis>forum_vis>forum_vis;188;632734;415230.32;376;188;188;1.45;0.46;1.5;1.5;2
3;5;resource_vis>resource_vis>resource_vis>forum_vis>assignment_sub;231;633104;398290.67;419;231;231;1.4;0.51;1.5;1.5;2
3;5;resource_vis>resource_vis>resource_vis>resource_vis>assignment_sub;273;633768;416130.93;611;273;273;1.36;0.54;1.5;1.5;2
3;5;resource_vis>resource_vis>assignment_vis>forum_vis>forum_vis;168;632734;446075.74;336;168;168;1.41;0.49;1.5;1.5;2
3;5;resource_vis>resource_vis>assignment_vis>forum_vis>assignment_sub;210;633104;430303.87;378;210;210;1.4;0.51;1.5;1.5;2
3;5;resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;264;633934;443205.85;264;264;264;1.37;0.53;1.5;1.5;2
3;5;resource_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;280;633768;424912.89;450;280;280;1.37;0.53;1.5;1.5;2
3;5;resource_vis>resource_vis>assignment_vis>resource_vis>resource_vis;170;633768;441830.11;340;170;170;1.34;0.55;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis_SOME>forum_vis>forum_vis;250;632729;397073.79;900;250;250;1.52;0.44;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis_SOME>forum_vis>assignment_sub;250;632729;397073.79;900;250;250;1.52;0.44;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis;200;632574;412495.54;800;200;200;1.52;0.43;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis_SOME>forum_vis_SOME>assignment_sub;200;632574;412495.54;600;200;200;1.52;0.43;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis;239;633077;408326.86;834;239;239;1.46;0.47;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis>forum_vis>assignment_sub;356;633077;388123.28;2306;356;356;1.46;0.47;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis>forum_vis>resource_vis;196;632729;420240.57;392;196;196;1.47;0.47;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis>forum_vis>assignment_vis;176;633077;436825.44;352;176;176;1.45;0.49;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis>resource_vis>assignment_sub;259;632729;395321.94;623;259;259;1.46;0.48;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis>resource_vis>resource_vis;168;632729;422735.07;336;168;168;1.41;0.5;1.5;1.5;2
3;5;resource_vis>resource_vis>forum_vis>assignment_vis>assignment_sub;230;633077;428462.4;406;230;230;1.42;0.51;1.5;1.5;2
3;5;resource_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub;168;633918;439158.51;168;168;168;1.34;0.52;1.5;1.5;2
3;5;resource_vis>forum_vis>resource_vis>resource_vis>assignment_sub;263;632814;404594.68;616;263;263;1.42;0.51;1.5;1.5;2
3;5;resource_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;195;632920;414673.57;195;195;195;1.44;0.53;1.5;1.5;2
3;5;resource_vis>forum_vis>resource_vis>forum_vis>forum_vis;181;632734;417239.42;362;181;181;1.48;0.46;1.5;1.5;2
3;5;resource_vis>forum_vis>resource_vis>forum_vis>assignment_sub;222;632734;405342.29;575;222;222;1.46;0.49;1.5;1.5;2
3;5;resource_vis>forum_vis>assignment_vis>forum_vis>assignment_sub;188;632734;421914.36;188;188;188;1.44;0.48;1.5;1.5;2
3;5;resource_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;187;633918;441199.9;187;187;187;1.37;0.54;1.5;1.5;2
3;5;resource_vis>forum_vis>assignment_vis>resource_vis>assignment_sub;186;632814;424693.75;186;186;186;1.42;0.52;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis_SOME>forum_vis>forum_vis;206;632734;409425.49;776;206;206;1.5;0.44;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis_SOME>forum_vis>assignment_sub;206;632734;409425.49;776;206;206;1.5;0.44;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis;247;632734;402085.32;1972;247;247;1.46;0.47;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;321;633077;387936.39;3033;321;321;1.45;0.48;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>forum_participation>forum_vis;183;633077;388416.74;366;183;183;1.46;0.47;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>forum_participation>assignment_sub;196;633077;386552.61;379;196;196;1.46;0.46;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>forum_vis_SOME>forum_vis;182;632729;418334.72;728;182;182;1.51;0.43;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>forum_vis_SOME>assignment_sub;182;632729;418334.72;546;182;182;1.51;0.43;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>resource_vis>resource_vis;185;632814;416600.99;370;185;185;1.43;0.48;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>resource_vis>forum_vis;172;632734;420817.94;344;172;172;1.47;0.47;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>resource_vis>assignment_sub;280;632920;400300.61;1015;280;280;1.44;0.48;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>assignment_try>assignment_sub;167;633077;398611.7;167;167;167;1.44;0.45;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;236;633077;419317.76;412;236;236;1.44;0.5;1.5;1.5;2
3;5;resource_vis>forum_vis>forum_participation>forum_vis>assignment_sub;188;633077;387173.3;371;188;188;1.47;0.46;1.5;1.5;2
3;5;resource_vis>forum_vis_SOME>forum_vis>forum_vis>forum_vis;216;632734;388263.6;1142;216;216;1.48;0.45;1.5;1.5;2
3;5;resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_sub;334;632920;377831.14;2587;334;334;1.48;0.45;1.5;1.5;2
3;5;resource_vis>forum_vis_SOME>forum_vis>forum_vis>resource_vis;182;632920;407181.55;364;182;182;1.49;0.45;1.5;1.5;2
3;5;resource_vis>forum_vis_SOME>forum_vis>resource_vis>assignment_sub;182;632920;407181.55;364;182;182;1.49;0.45;1.5;1.5;2
3;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis;268;632920;393480.65;1726;268;268;1.49;0.44;1.5;1.5;2
3;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_sub;268;632920;393480.65;1550;268;268;1.49;0.44;1.5;1.5;2
3;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>forum_vis;219;632920;397276.96;876;219;219;1.5;0.44;1.5;1.5;2
3;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>assignment_sub;219;632920;397276.96;657;219;219;1.5;0.44;1.5;1.5;2
3;5;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;229;633768;425950.15;229;229;229;1.35;0.52;1.5;1.5;2
3;5;assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;219;633768;431668.11;219;219;219;1.37;0.52;1.5;1.5;2
3;5;assignment_vis>resource_vis>resource_vis>assignment_try>assignment_sub;174;633768;385678.69;174;174;174;1.39;0.5;1.5;1.5;2
3;5;assignment_vis>resource_vis>resource_vis>resource_vis>assignment_sub;229;633768;412687.57;229;229;229;1.31;0.55;1.5;1.5;2
3;5;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;253;633832;423314.52;253;253;253;1.35;0.53;1.5;1.5;2
3;5;assignment_vis>resource_vis>resource_vis>forum_vis>assignment_sub;202;632734;405654.69;202;202;202;1.39;0.52;1.5;1.5;2
3;5;assignment_vis>resource_vis>forum_vis>forum_vis>assignment_sub;222;632814;410687.02;222;222;222;1.43;0.49;1.5;1.5;2
3;5;assignment_vis>resource_vis>forum_vis>resource_vis>assignment_sub;174;632814;413993.82;174;174;174;1.4;0.52;1.5;1.5;2
3;5;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;190;633747;463681.8;190;190;190;1.32;0.53;1.5;1.5;2
3;5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;186;633822;458385.75;186;186;186;1.31;0.55;1.5;1.5;2
3;5;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;265;633832;401659.15;265;265;265;1.31;0.54;1.5;1.5;2
3;5;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;228;633832;441795.75;228;228;228;1.34;0.56;1.5;1.5;2
3;5;assignment_vis>assignment_vis>resource_vis>forum_vis>assignment_sub;171;632729;431520.27;171;171;171;1.39;0.52;1.5;1.5;2
3;5;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;199;633389;417665.08;199;199;199;1.38;0.49;1.5;1.5;2
3;5;assignment_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_sub;207;633575;407293.99;207;207;207;1.47;0.45;1.5;1.5;2
3;5;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_sub;205;632814;421287.22;205;205;205;1.4;0.48;1.5;1.5;2
3;5;assignment_vis>forum_vis>forum_vis>resource_vis>assignment_sub;198;633569;416345.05;198;198;198;1.4;0.5;1.5;1.5;2
3;5;assignment_vis>forum_vis>resource_vis>resource_vis>assignment_sub;168;633463;418279.49;168;168;168;1.32;0.55;1.5;1.5;2
3;5;assignment_vis>resource_vis_SOME>resource_vis>resource_vis>assignment_sub;187;633002;365475.99;187;187;187;1.29;0.56;1.5;1.5;2
3;5;forum_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;185;633077;427205.76;185;185;185;1.42;0.52;1.5;1.5;2
3;5;forum_vis>resource_vis>resource_vis>forum_vis>forum_vis;174;633077;417919.25;348;174;174;1.48;0.45;1.5;1.5;2
3;5;forum_vis>resource_vis>resource_vis>forum_vis>assignment_sub;211;633077;397432.33;385;211;211;1.45;0.48;1.5;1.5;2
3;5;forum_vis>resource_vis>resource_vis>resource_vis>assignment_sub;182;632734;411147.03;182;182;182;1.41;0.51;1.5;1.5;2
3;5;forum_vis>resource_vis>forum_vis_SOME>forum_vis>forum_vis;175;632729;417366.68;350;175;175;1.55;0.41;1.5;1.5;2
3;5;forum_vis>resource_vis>forum_vis_SOME>forum_vis>assignment_sub;175;632729;417366.68;350;175;175;1.55;0.41;1.5;1.5;2
3;5;forum_vis>resource_vis>forum_vis>forum_vis>forum_vis;171;633077;413688.68;342;171;171;1.5;0.45;1.5;1.5;2
3;5;forum_vis>resource_vis>forum_vis>forum_vis>assignment_sub;235;633077;407529.75;1123;235;235;1.47;0.46;1.5;1.5;2
3;5;forum_vis>resource_vis>forum_vis>resource_vis>assignment_sub;180;632729;418799.27;180;180;180;1.46;0.5;1.5;1.5;2
3;5;forum_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;179;633389;437601.72;179;179;179;1.4;0.49;1.5;1.5;2
3;5;forum_vis>forum_vis_SOME>forum_vis>forum_vis>forum_vis;182;632734;387030.14;700;182;182;1.46;0.44;1.5;1.5;2
3;5;forum_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_sub;253;633389;385068.82;2113;253;253;1.48;0.43;1.5;1.5;2
3;5;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis;196;632574;405709.44;742;196;196;1.49;0.43;1.5;1.5;2
3;5;forum_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_sub;196;632574;405709.44;742;196;196;1.49;0.43;1.5;1.5;2
3;5;forum_vis>forum_vis>forum_vis>forum_participation>forum_vis;171;633077;367360.37;342;171;171;1.45;0.46;1.5;1.5;2
3;5;forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;180;633732;360703.71;518;180;180;1.45;0.46;1.5;1.5;2
