scenery;sequence_size;sequence;total;total_time_span;avg_time_span;i_support;s_support;ids;grade_avg;grade_avg_deviation;grade_median;grade_mode;max_grade
4;5;resource_vis>resource_vis>forum_vis_SOME>assignment_try>assignment_sub;216;632738;398931.59;2328;216;216;1.52;0.45;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis;239;633086;408327.75;2460;239;239;1.46;0.47;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>forum_vis>assignment_vis;353;633086;390433.23;6842;353;353;1.47;0.47;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>forum_vis>assignment_sub;356;633086;388127.56;6638;356;356;1.46;0.47;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>forum_vis>resource_vis;196;632738;420247.77;774;196;196;1.47;0.47;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>forum_vis>assignment_try;291;633086;387480.43;3510;291;291;1.47;0.47;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>assignment_vis>assignment_sub;437;633466;378132.76;7633;437;437;1.44;0.48;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>assignment_vis>assignment_try;361;633086;380320.88;3976;361;361;1.46;0.48;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>assignment_vis>assignment_vis;285;633086;406989.01;1012;285;285;1.43;0.48;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>assignment_try>assignment_sub;362;633086;379277.42;3980;362;362;1.45;0.49;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>resource_vis>assignment_vis;253;632738;398812.69;1268;253;253;1.46;0.48;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>resource_vis>assignment_try;192;632230;403486.14;764;192;192;1.46;0.5;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>resource_vis>assignment_sub;259;632738;395327.56;1449;259;259;1.46;0.48;1.5;1.5;2
4;5;resource_vis>resource_vis>forum_vis>resource_vis>resource_vis;168;632738;422743.38;336;168;168;1.41;0.5;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_sub>assignment_vis>assignment_vis;168;633747;380675.8;336;168;168;1.35;0.54;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_sub>assignment_vis>assignment_try;176;633747;361948.36;696;176;176;1.34;0.53;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_sub>assignment_vis>assignment_sub;189;633747;363523.15;890;189;189;1.34;0.53;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_sub>assignment_try>assignment_sub;176;633747;361948.36;696;176;176;1.34;0.53;1.5;1.5;2
4;5;resource_vis>assignment_try>resource_vis>assignment_vis>assignment_sub;298;633768;401812.85;1632;298;298;1.34;0.53;1.5;1.5;2
4;5;resource_vis>assignment_try>resource_vis>assignment_vis>assignment_vis;170;633768;423452.96;676;170;170;1.37;0.54;1.5;1.5;2
4;5;resource_vis>assignment_try>resource_vis>resource_vis>assignment_sub;173;633768;410335.88;346;173;173;1.27;0.56;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_vis>assignment_try>assignment_sub;263;633822;377526.33;1243;263;263;1.37;0.53;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub;391;633918;362708.96;3183;391;391;1.38;0.51;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_vis>assignment_vis>assignment_vis;204;633843;444638.44;816;204;204;1.37;0.53;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_vis>assignment_vis>assignment_try;188;633822;393408.21;748;188;188;1.36;0.53;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_vis>resource_vis>assignment_vis;181;633768;462833.25;722;181;181;1.33;0.51;1.5;1.5;2
4;5;resource_vis>assignment_try>assignment_vis>resource_vis>assignment_sub;196;633768;453584.6;752;196;196;1.34;0.51;1.5;1.5;2
4;5;resource_vis>assignment_try>forum_vis>assignment_vis>assignment_sub;173;633575;431174.05;346;173;173;1.36;0.53;1.5;1.5;2
4;5;resource_vis>assignment_sub>assignment_vis>assignment_vis>assignment_try;171;633747;378343.42;342;171;171;1.35;0.56;1.5;1.5;2
4;5;resource_vis>assignment_sub>assignment_vis>assignment_vis>assignment_sub;188;633747;374752.56;709;188;188;1.35;0.55;1.5;1.5;2
4;5;resource_vis>assignment_sub>assignment_vis>assignment_try>assignment_sub;198;633747;358255.68;906;198;198;1.35;0.54;1.5;1.5;2
4;5;resource_vis>assignment_vis_SOME>assignment_vis>assignment_vis>assignment_sub;209;633934;416103.54;209;209;209;1.36;0.55;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>assignment_vis>assignment_try;301;632315;379706.5;2142;301;301;1.45;0.49;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>assignment_vis>assignment_vis;234;632929;405202.91;808;234;234;1.45;0.49;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;377;632929;377426.6;4709;377;377;1.44;0.49;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>assignment_try>assignment_sub;303;632315;378386.72;2147;303;303;1.44;0.49;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>resource_vis>assignment_vis;260;632823;405145.83;1264;260;260;1.43;0.5;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>resource_vis>assignment_try;190;632230;408259.06;758;190;190;1.42;0.52;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>resource_vis>assignment_sub;263;632823;404604.03;1438;263;263;1.42;0.51;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>forum_vis>forum_vis;181;632743;417240.09;722;181;181;1.48;0.46;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>forum_vis>assignment_vis;220;632743;407496.55;1488;220;220;1.48;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>forum_vis>assignment_sub;222;632743;405343.09;1491;222;222;1.46;0.49;1.5;1.5;2
4;5;resource_vis>forum_vis>resource_vis>forum_vis>assignment_try;172;631974;401154.75;688;172;172;1.5;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>assignment_try>assignment_vis;238;633918;394642.29;824;238;238;1.44;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>assignment_try>assignment_sub;525;633918;357156.27;9408;525;525;1.44;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>resource_vis>assignment_vis;204;632823;413928.76;408;204;204;1.43;0.5;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>resource_vis>assignment_sub;218;632823;409612.56;422;218;218;1.42;0.51;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>assignment_vis>assignment_vis;233;633918;426690.35;814;233;233;1.41;0.5;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>assignment_vis>assignment_try;242;633655;408450.33;848;242;242;1.44;0.5;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;397;633918;395356.74;4661;397;397;1.43;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>forum_vis>forum_vis;169;632743;434483.84;674;169;169;1.42;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>forum_vis>assignment_vis;206;632743;421468.01;748;206;206;1.45;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_vis>forum_vis>assignment_sub;209;632743;419528.14;752;209;209;1.44;0.49;1.5;1.5;2
4;5;resource_vis>forum_vis>assignment_try>assignment_vis>assignment_sub;239;633918;393004.44;825;239;239;1.44;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis_SOME>forum_vis>forum_vis;206;632743;409426.0;2280;206;206;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis_SOME>forum_vis>assignment_vis;206;632743;409426.0;2280;206;206;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis_SOME>forum_vis>assignment_sub;206;632743;409426.0;2280;206;206;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis_SOME>forum_vis>assignment_try;182;632738;410392.59;1456;182;182;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis_SOME>assignment_vis>assignment_sub;206;632743;409426.0;1710;206;206;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis_SOME>assignment_vis>assignment_try;182;632738;410392.59;1092;182;182;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis_SOME>assignment_try>assignment_sub;182;632738;410392.59;1092;182;182;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis;247;632743;402085.81;5468;247;247;1.46;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_vis>assignment_vis;319;633086;388730.76;9556;319;319;1.45;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;321;633086;387937.07;9369;321;321;1.45;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_vis>assignment_try;270;633086;387226.45;4874;270;270;1.46;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_participation>forum_vis;183;633086;388417.03;732;183;183;1.46;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_participation>assignment_vis;196;633086;386552.88;1110;196;196;1.46;0.46;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_participation>assignment_sub;196;633086;386552.88;1110;196;196;1.46;0.46;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_participation>assignment_try;176;633086;389648.68;704;176;176;1.46;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_vis_SOME>forum_vis;182;632738;418335.16;1456;182;182;1.51;0.43;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_vis_SOME>assignment_vis;182;632738;418335.16;1092;182;182;1.51;0.43;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>forum_vis_SOME>assignment_sub;182;632738;418335.16;1092;182;182;1.51;0.43;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;473;633409;373448.49;15940;473;473;1.45;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>assignment_vis>assignment_try;406;633409;371120.58;9692;406;406;1.45;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>assignment_vis>assignment_vis;293;633086;404977.37;3224;293;293;1.45;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>assignment_try>assignment_sub;407;633409;370210.88;9518;407;407;1.45;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>assignment_try>assignment_vis;174;633086;403529.39;696;174;174;1.44;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>resource_vis>assignment_vis;275;632929;402888.19;2778;275;275;1.44;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>resource_vis>assignment_try;219;632315;406363.27;876;219;219;1.45;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>resource_vis>resource_vis;185;632823;416608.54;736;185;185;1.43;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>resource_vis>forum_vis;172;632743;420818.92;688;172;172;1.47;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_vis>resource_vis>assignment_sub;280;632929;400305.89;2623;280;280;1.44;0.48;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_participation>forum_vis>assignment_vis;188;633086;387173.59;1084;188;188;1.47;0.46;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_participation>forum_vis>assignment_sub;188;633086;387173.59;1084;188;188;1.47;0.46;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_participation>forum_vis>assignment_try;171;633086;386736.92;684;171;171;1.46;0.47;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_participation>assignment_vis>assignment_sub;200;633086;385508.41;1295;200;200;1.46;0.46;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_participation>assignment_vis>assignment_try;181;633086;388323.12;1056;181;181;1.47;0.46;1.5;1.5;2
4;5;resource_vis>forum_vis>forum_participation>assignment_try>assignment_sub;181;633086;388323.12;1056;181;181;1.47;0.46;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>forum_vis>forum_vis;216;632743;388264.25;3032;216;216;1.48;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_vis;332;632929;380068.12;8850;332;332;1.48;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_sub;334;632929;377835.46;8665;334;334;1.48;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>forum_vis>assignment_try;291;632738;379391.86;5892;291;291;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>forum_vis>resource_vis;182;632929;407189.3;722;182;182;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>assignment_vis>assignment_sub;332;632929;380068.12;8093;332;332;1.48;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>assignment_vis>assignment_vis;202;632929;416468.42;808;202;202;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>assignment_vis>assignment_try;290;632738;380697.09;5510;290;290;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>assignment_try>assignment_sub;291;632738;379391.86;5517;291;291;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>resource_vis>assignment_vis;179;632929;410991.61;716;179;179;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis>resource_vis>assignment_sub;182;632929;407189.3;722;182;182;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>forum_vis;268;632929;393485.76;5832;268;268;1.49;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_vis;266;632929;396390.06;5468;266;266;1.49;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_sub;268;632929;393485.76;5480;268;268;1.49;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis>assignment_try;233;632738;392889.45;4776;233;233;1.5;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>assignment_vis>assignment_sub;266;632929;396390.06;4013;266;266;1.49;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>assignment_vis>assignment_try;232;632738;394579.18;3576;232;232;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>forum_vis;219;632929;397283.16;3288;219;219;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>assignment_vis;218;632929;399101.56;2460;218;218;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>assignment_try;193;632738;400343.84;2310;193;193;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>forum_vis_SOME>assignment_sub;219;632929;397283.16;2466;219;219;1.5;0.44;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>forum_vis_SOME>assignment_try>assignment_sub;233;632738;392889.45;3582;233;233;1.5;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>assignment_vis>assignment_vis>assignment_sub;202;632929;416468.42;606;202;202;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>assignment_vis>assignment_try>assignment_sub;290;632738;380697.09;4039;290;290;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_vis_SOME>resource_vis>assignment_vis>assignment_sub;179;632929;410991.61;537;179;179;1.49;0.45;1.5;1.5;2
4;5;resource_vis>forum_participation>forum_vis>assignment_vis>assignment_sub;188;633086;387173.59;901;188;188;1.47;0.46;1.5;1.5;2
4;5;resource_vis>forum_participation>forum_vis>assignment_vis>assignment_try;171;633086;386736.92;684;171;171;1.46;0.47;1.5;1.5;2
4;5;resource_vis>forum_participation>forum_vis>assignment_try>assignment_sub;171;633086;386736.92;684;171;171;1.46;0.47;1.5;1.5;2
4;5;resource_vis>forum_participation>assignment_vis>assignment_try>assignment_sub;181;633086;388323.12;880;181;181;1.47;0.46;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>assignment_try>assignment_sub;742;633832;328109.84;5337;742;742;1.4;0.52;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>assignment_try>assignment_vis;358;633768;350074.14;1820;358;358;1.42;0.51;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_try;324;633832;379755.65;1718;324;324;1.37;0.55;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_vis;342;633768;389143.08;3658;342;342;1.38;0.52;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;612;633832;348478.72;8471;612;612;1.4;0.52;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>assignment_vis>resource_vis;175;633768;439270.45;350;175;175;1.36;0.51;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_vis;289;633768;408948.89;1318;289;289;1.35;0.53;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>resource_vis>resource_vis;178;633768;423603.6;356;178;178;1.29;0.57;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;305;633768;402565.9;1848;305;305;1.35;0.53;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>forum_vis>assignment_vis;188;633309;413267.53;376;188;188;1.42;0.52;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_vis>forum_vis>assignment_sub;190;633309;413434.84;378;190;190;1.42;0.53;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_try>assignment_vis>assignment_vis;187;633768;361311.61;738;187;187;1.39;0.53;1.5;1.5;2
4;5;assignment_vis>resource_vis>assignment_try>assignment_vis>assignment_sub;366;633768;344694.88;1841;366;366;1.42;0.5;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_try;396;633832;367261.52;2326;396;396;1.35;0.54;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>assignment_vis>resource_vis;188;633768;433297.16;726;188;188;1.34;0.54;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_vis;364;633832;393617.68;3840;364;364;1.37;0.51;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;577;633832;352455.4;7187;577;577;1.36;0.52;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>assignment_try>assignment_vis;203;633768;381070.65;806;203;203;1.37;0.51;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>assignment_try>assignment_sub;404;633832;362558.05;2159;404;404;1.36;0.54;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>resource_vis>assignment_vis;248;633768;405450.9;846;248;248;1.33;0.54;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>resource_vis>assignment_sub;262;633768;402391.16;1051;262;262;1.32;0.55;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>forum_vis>assignment_vis;225;633123;399882.39;816;225;225;1.4;0.51;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>forum_vis>assignment_sub;227;633123;397849.06;818;227;227;1.39;0.52;1.5;1.5;2
4;5;assignment_vis>resource_vis>resource_vis>forum_vis>forum_vis;183;632743;418624.04;732;183;183;1.43;0.48;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>forum_vis>assignment_vis;243;632929;405529.36;1208;243;243;1.42;0.49;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>forum_vis>assignment_sub;246;632929;400645.15;1212;246;246;1.42;0.49;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>forum_vis>assignment_try;179;632823;407702.17;714;179;179;1.42;0.49;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>assignment_vis>assignment_sub;323;633309;381585.15;2381;323;323;1.41;0.5;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>assignment_vis>assignment_vis;217;632929;406987.3;434;217;217;1.41;0.51;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>assignment_vis>assignment_try;233;632823;392184.68;822;233;233;1.43;0.49;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>resource_vis>assignment_vis;190;632929;405234.21;380;190;190;1.41;0.52;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>resource_vis>assignment_sub;192;632929;404347.88;382;192;192;1.4;0.52;1.5;1.5;2
4;5;assignment_vis>resource_vis>forum_vis>assignment_try>assignment_sub;234;632823;390512.41;824;234;234;1.43;0.49;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_try;196;633822;392103.71;392;196;196;1.37;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_vis;319;633843;384869.24;1360;319;319;1.38;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_sub;567;633843;352064.95;3719;567;567;1.39;0.51;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_try>assignment_try>assignment_sub;196;633822;392103.71;392;196;196;1.37;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_try>resource_vis>assignment_vis;258;633768;414877.78;516;258;258;1.34;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_try>resource_vis>resource_vis;171;633768;434481.9;342;171;171;1.27;0.56;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_try>resource_vis>assignment_sub;282;633768;404033.52;711;282;282;1.34;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_sub;176;633747;366498.62;176;176;176;1.32;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>assignment_try>assignment_vis;265;633822;399058.9;870;265;265;1.36;0.54;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>assignment_try>assignment_sub;576;633907;366424.3;5094;576;576;1.35;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;556;633907;383180.56;9113;556;556;1.37;0.52;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis;176;633747;480006.22;352;176;176;1.3;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis;326;633843;436134.73;3328;326;326;1.35;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_try;314;633907;407287.44;1708;314;314;1.34;0.55;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis;304;633768;439686.14;2094;304;304;1.33;0.51;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>resource_vis>resource_vis;183;633768;442614.55;716;183;183;1.28;0.54;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;320;633768;437693.12;2479;320;320;1.33;0.5;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_vis;194;633722;445243.04;388;194;194;1.35;0.52;1.5;1.5;2
4;5;assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_sub;195;633722;445636.88;389;195;195;1.35;0.52;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_try;358;633832;410019.03;2170;358;358;1.34;0.54;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>assignment_vis>resource_vis;175;633768;456355.54;350;175;175;1.35;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis;354;633832;408284.48;3748;354;354;1.37;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;568;633832;382667.24;7337;568;568;1.36;0.52;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>assignment_try>assignment_vis;175;633714;397614.18;690;175;175;1.35;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>assignment_try>assignment_sub;367;633832;403274.7;2012;367;367;1.35;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis;336;633832;392768.81;2556;336;336;1.32;0.54;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;350;633832;389930.57;2909;350;350;1.32;0.54;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_try;201;633832;410534.61;794;201;201;1.28;0.57;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>forum_vis>assignment_vis;200;633123;430216.48;400;200;200;1.4;0.5;1.5;1.5;2
4;5;assignment_vis>assignment_vis>resource_vis>forum_vis>assignment_sub;201;633123;429749.14;401;201;201;1.39;0.51;1.5;1.5;2
4;5;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_vis;237;633575;414941.8;816;237;237;1.39;0.49;1.5;1.5;2
4;5;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;237;633575;414941.8;816;237;237;1.39;0.49;1.5;1.5;2
4;5;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_sub;312;633761;397246.44;2317;312;312;1.38;0.51;1.5;1.5;2
4;5;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_vis;218;633761;433002.11;436;218;218;1.35;0.52;1.5;1.5;2
4;5;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_try;213;633570;409478.72;426;213;213;1.37;0.51;1.5;1.5;2
4;5;assignment_vis>assignment_vis>forum_vis>resource_vis>assignment_vis;191;633569;423551.46;382;191;191;1.36;0.52;1.5;1.5;2
4;5;assignment_vis>assignment_vis>forum_vis>resource_vis>assignment_sub;194;633569;423336.78;385;194;194;1.35;0.53;1.5;1.5;2
4;5;assignment_vis>assignment_vis>forum_vis>assignment_try>assignment_sub;213;633570;409478.72;426;213;213;1.37;0.51;1.5;1.5;2
4;5;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_vis;230;633747;362579.4;882;230;230;1.3;0.56;1.5;1.5;2
4;5;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_try;248;633747;341687.83;1262;248;248;1.3;0.55;1.5;1.5;2
4;5;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_sub;262;633747;344281.14;1308;262;262;1.3;0.54;1.5;1.5;2
4;5;assignment_vis>assignment_try>assignment_sub>assignment_try>assignment_sub;248;633747;341687.83;1051;248;248;1.3;0.55;1.5;1.5;2
4;5;assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_sub;508;633852;355458.15;3552;508;508;1.35;0.52;1.5;1.5;2
4;5;assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_try;197;633747;446998.79;394;197;197;1.3;0.57;1.5;1.5;2
