id,userid,t,component,action,target,objectid,objecttable,courseid,relateduserid,extra_info,crud,assignment_id
166244955,14297,1574202128,core,viewed,course,,,2060,,N;,r,
167386853,14319,1574739140,core,viewed,course,,,2060,,N;,r,
168706421,14516,1575419739,core,viewed,course,,,2060,,N;,r,
169434598,15029,1575904883,core,viewed,course,,,2060,,N;,r,
166664507,15038,1574346643,core,viewed,course,,,2060,,N;,r,
168567815,15042,1575381357,core,viewed,course,,,2060,,N;,r,
168693170,15123,1575416804,core,viewed,course,,,2060,,N;,r,
165457853,15316,1573768305,core,viewed,course,,,2060,,N;,r,
166108179,15620,1574167058,core,viewed,course,,,2060,,N;,r,
166107335,15844,1574166812,core,viewed,course,,,2060,,N;,r,
166642153,16469,1574339337,core,viewed,course,,,2060,,N;,r,
167892626,16614,1574908306,core,viewed,course,,,2060,,N;,r,
167539165,16667,1574807168,core,viewed,course,,,2060,,N;,r,
166209641,17188,1574192873,core,viewed,course,,,2060,,N;,r,
164993468,25019,1573612986,core,viewed,course,,,2060,,N;,r,
168793551,25076,1575469399,core,viewed,course,,,2060,,N;,r,
166226877,25097,1574198108,core,viewed,course,,,2060,,N;,r,
165785163,25336,1574017277,core,viewed,course,,,2060,,N;,r,
169537653,25759,1575936687,core,viewed,course,,,2060,,N;,r,
165052358,26093,1573650879,core,viewed,course,,,2060,,N;,r,
167190519,26184,1574680865,core,viewed,course,,,2060,,N;,r,
165258319,26228,1573694664,core,viewed,course,,,2060,,N;,r,
166858322,26402,1574430383,core,viewed,course,,,2060,,N;,r,
166020414,26693,1574121425,core,viewed,course,,,2060,,N;,r,
168706162,27009,1575419684,core,viewed,course,,,2060,,N;,r,
168830279,27248,1575482245,core,viewed,course,,,2060,,N;,r,
168645689,27404,1575405616,core,viewed,course,,,2060,,N;,r,
165079656,27500,1573657689,core,viewed,course,,,2060,,N;,r,
167148850,27979,1574634496,core,viewed,course,,,2060,,N;,r,
169058492,27991,1575580644,core,viewed,course,,,2060,,N;,r,
167511464,28172,1574800562,core,viewed,course,,,2060,,N;,r,
166838496,28181,1574421428,core,viewed,course,,,2060,,N;,r,
167925887,28231,1574945459,core,viewed,course,,,2060,,N;,r,
168734735,28412,1575425630,core,viewed,course,,,2060,,N;,r,
168792977,28480,1575469158,core,viewed,course,,,2060,,N;,r,
169785867,28522,1576033341,core,viewed,course,,,2060,,N;,r,
165787678,28985,1574019197,core,viewed,course,,,2060,,N;,r,
166271204,29181,1574206169,core,viewed,course,,,2060,,N;,r,
165126387,29468,1573670408,core,viewed,course,,,2060,,N;,r,
167254710,29532,1574704639,core,viewed,course,,,2060,,N;,r,
167559921,29621,1574809335,core,viewed,course,,,2060,,N;,r,
166323789,29651,1574215563,core,viewed,course,,,2060,,N;,r,
168460426,29688,1575323531,core,viewed,course,,,2060,,N;,r,
169165234,29918,1575640285,core,viewed,course,,,2060,,N;,r,
167969393,30165,1574956102,core,viewed,course,,,2060,,N;,r,
167439347,30224,1574777612,core,viewed,course,,,2060,,N;,r,
166505091,30552,1574284305,core,viewed,course,,,2060,,N;,r,
169779628,30708,1576031782,core,viewed,course,,,2060,,N;,r,
168359032,30847,1575253361,core,viewed,course,,,2060,,N;,r,
169702981,30855,1576016012,core,viewed,course,,,2060,,N;,r,
168587433,30964,1575390015,core,viewed,course,,,2060,,N;,r,
165324576,31006,1573733007,core,viewed,course,,,2060,,N;,r,
169684083,31467,1576012067,core,viewed,course,,,2060,,N;,r,
168671932,31565,1575412675,core,viewed,course,,,2060,,N;,r,
167478842,32412,1574790992,core,viewed,course,,,2060,,N;,r,
167413563,32418,1574771352,core,viewed,course,,,2060,,N;,r,
169732185,32879,1576021213,core,viewed,course,,,2060,,N;,r,
166099594,33002,1574164396,core,viewed,course,,,2060,,N;,r,
167379736,33125,1574735065,core,viewed,course,,,2060,,N;,r,
166318203,33270,1574214191,core,viewed,course,,,2060,,N;,r,
167593367,33292,1574815358,core,viewed,course,,,2060,,N;,r,
166209931,33481,1574192962,core,viewed,course,,,2060,,N;,r,
164944230,33512,1573604505,core,viewed,course,,,2060,,N;,r,
169770419,33574,1576029141,core,viewed,course,,,2060,,N;,r,
169702996,33898,1576016016,core,viewed,course,,,2060,,N;,r,
165371956,33987,1573748525,core,viewed,course,,,2060,,N;,r,
167500952,34167,1574796957,core,viewed,course,,,2060,,N;,r,
168589893,34497,1575390933,core,viewed,course,,,2060,,N;,r,
167609263,34752,1574819039,core,viewed,course,,,2060,,N;,r,
165855163,35028,1574079937,core,viewed,course,,,2060,,N;,r,
167671493,35079,1574865091,core,viewed,course,,,2060,,N;,r,
169464947,35091,1575915839,core,viewed,course,,,2060,,N;,r,
164910025,35363,1573599367,core,viewed,course,,,2060,,N;,r,
166282615,35419,1574208135,core,viewed,course,,,2060,,N;,r,
167923651,35706,1574944445,core,viewed,course,,,2060,,N;,r,
169776722,35870,1576030845,core,viewed,course,,,2060,,N;,r,
166821589,36112,1574392834,core,viewed,course,,,2060,,N;,r,
164982347,36166,1573610557,core,viewed,course,,,2060,,N;,r,
167232691,36261,1574697519,core,viewed,course,,,2060,,N;,r,
167487143,36452,1574793153,core,viewed,course,,,2060,,N;,r,
166922993,37755,1574455413,core,viewed,course,,,2060,,N;,r,
168494441,37836,1575331117,core,viewed,course,,,2060,,N;,r,
165789680,38022,1574020535,core,viewed,course,,,2060,,N;,r,
167445343,38295,1574779729,core,viewed,course,,,2060,,N;,r,
169683531,38645,1576011886,core,viewed,course,,,2060,,N;,r,
166333534,39299,1574218304,core,viewed,course,,,2060,,N;,r,
166171936,41243,1574184279,core,viewed,course,,,2060,,N;,r,
169699748,41458,1576015323,core,viewed,course,,,2060,,N;,r,
167672106,41926,1574865342,core,viewed,course,,,2060,,N;,r,
169733862,42253,1576021487,core,viewed,course,,,2060,,N;,r,
167458264,42289,1574784974,core,viewed,course,,,2060,,N;,r,
165863116,42604,1574082232,core,viewed,course,,,2060,,N;,r,
169535739,42806,1575936183,core,viewed,course,,,2060,,N;,r,
166328151,42809,1574216658,core,viewed,course,,,2060,,N;,r,
167850901,42978,1574897782,core,viewed,course,,,2060,,N;,r,
167619392,43444,1574821619,core,viewed,course,,,2060,,N;,r,
168072073,43643,1574990566,core,viewed,course,,,2060,,N;,r,
168500545,43647,1575332555,core,viewed,course,,,2060,,N;,r,
166305507,43860,1574211452,core,viewed,course,,,2060,,N;,r,
165475384,43866,1573771227,core,viewed,course,,,2060,,N;,r,
165920632,44064,1574098657,core,viewed,course,,,2060,,N;,r,
169726097,44090,1576020044,core,viewed,course,,,2060,,N;,r,
169747096,44122,1576024077,core,viewed,course,,,2060,,N;,r,
169467288,44392,1575916530,core,viewed,course,,,2060,,N;,r,
169730751,44547,1576020927,core,viewed,course,,,2060,,N;,r,
169631860,44658,1575995785,core,viewed,course,,,2060,,N;,r,
168702962,44726,1575418944,core,viewed,course,,,2060,,N;,r,
167786371,44765,1574888503,core,viewed,course,,,2060,,N;,r,
166112870,45085,1574168516,core,viewed,course,,,2060,,N;,r,
168824873,45093,1575480585,core,viewed,course,,,2060,,N;,r,
167604598,45138,1574817895,core,viewed,course,,,2060,,N;,r,
169250505,45377,1575679117,core,viewed,course,,,2060,,N;,r,
168411382,45397,1575304798,core,viewed,course,,,2060,,N;,r,
169346196,45432,1575824433,core,viewed,course,,,2060,,N;,r,
168570531,45449,1575382426,core,viewed,course,,,2060,,N;,r,
169588147,45542,1575978517,core,viewed,course,,,2060,,N;,r,
168469127,45619,1575325357,core,viewed,course,,,2060,,N;,r,
165651639,45706,1573868581,core,viewed,course,,,2060,,N;,r,
169373231,45755,1575849357,core,viewed,course,,,2060,,N;,r,
169165550,45822,1575640414,core,viewed,course,,,2060,,N;,r,
168703902,45945,1575419151,core,viewed,course,,,2060,,N;,r,
165930997,45963,1574101320,core,viewed,course,,,2060,,N;,r,
169521139,45969,1575933003,core,viewed,course,,,2060,,N;,r,
168260186,46118,1575118131,core,viewed,course,,,2060,,N;,r,
168838428,46288,1575484748,core,viewed,course,,,2060,,N;,r,
166321001,46472,1574214850,core,viewed,course,,,2060,,N;,r,
166638359,46548,1574337820,core,viewed,course,,,2060,,N;,r,
166055828,46577,1574129173,core,viewed,course,,,2060,,N;,r,
169412304,46604,1575895805,core,viewed,course,,,2060,,N;,r,
168330486,46777,1575228853,core,viewed,course,,,2060,,N;,r,
168615274,46880,1575397896,core,viewed,course,,,2060,,N;,r,
167575246,47021,1574811781,core,viewed,course,,,2060,,N;,r,
165987423,47289,1574116268,core,viewed,course,,,2060,,N;,r,
166275850,47300,1574206984,core,viewed,course,,,2060,,N;,r,
165865709,47442,1574082863,core,viewed,course,,,2060,,N;,r,
169709663,47447,1576017239,core,viewed,course,,,2060,,N;,r,
167553871,47455,1574808478,core,viewed,course,,,2060,,N;,r,
168551035,47473,1575373924,core,viewed,course,,,2060,,N;,r,
169192289,47493,1575654942,core,viewed,course,,,2060,,N;,r,
169419168,47663,1575898098,core,viewed,course,,,2060,,N;,r,
167540368,47732,1574807331,core,viewed,course,,,2060,,N;,r,
168685342,48049,1575415036,core,viewed,course,,,2060,,N;,r,
167581223,48169,1574812904,core,viewed,course,,,2060,,N;,r,
164871582,48207,1573590991,core,viewed,course,,,2060,,N;,r,
167016005,48281,1574519021,core,viewed,course,,,2060,,N;,r,
166350262,48297,1574223574,core,viewed,course,,,2060,,N;,r,
168522519,48424,1575338597,core,viewed,course,,,2060,,N;,r,
168427777,48496,1575310840,core,viewed,course,,,2060,,N;,r,
169746187,48498,1576023882,core,viewed,course,,,2060,,N;,r,
167052112,48914,1574555828,core,viewed,course,,,2060,,N;,r,
164992714,49079,1573612796,core,viewed,course,,,2060,,N;,r,
165433152,49276,1573763481,core,viewed,course,,,2060,,N;,r,
166315964,49333,1574213643,core,viewed,course,,,2060,,N;,r,
169786995,49360,1576033841,core,viewed,course,,,2060,,N;,r,
168341457,49389,1575239417,core,viewed,course,,,2060,,N;,r,
168098742,49414,1575023745,core,viewed,course,,,2060,,N;,r,
166469214,49441,1574273410,core,viewed,course,,,2060,,N;,r,
167400935,49680,1574765946,core,viewed,course,,,2060,,N;,r,
169716189,49713,1576018322,core,viewed,course,,,2060,,N;,r,
167621605,49726,1574822365,core,viewed,course,,,2060,,N;,r,
168723144,49863,1575422657,core,viewed,course,,,2060,,N;,r,
166199978,49897,1574190411,core,viewed,course,,,2060,,N;,r,
164880465,49937,1573593617,core,viewed,course,,,2060,,N;,r,
169208777,49938,1575664291,core,viewed,course,,,2060,,N;,r,
169447439,50145,1575910695,core,viewed,course,,,2060,,N;,r,
165880194,50155,1574086779,core,viewed,course,,,2060,,N;,r,
169506409,50174,1575929887,core,viewed,course,,,2060,,N;,r,
169278508,50191,1575724215,core,viewed,course,,,2060,,N;,r,
169359721,50402,1575837191,core,viewed,course,,,2060,,N;,r,
168759246,50421,1575457270,core,viewed,course,,,2060,,N;,r,
167369531,50490,1574731495,core,viewed,course,,,2060,,N;,r,
167623757,50494,1574823193,core,viewed,course,,,2060,,N;,r,
164915355,50656,1573600208,core,viewed,course,,,2060,,N;,r,
168693238,50664,1575416817,core,viewed,course,,,2060,,N;,r,
167503504,50705,1574797758,core,viewed,course,,,2060,,N;,r,
169477424,50864,1575920008,core,viewed,course,,,2060,,N;,r,
169539956,50913,1575937294,core,viewed,course,,,2060,,N;,r,
165197822,51013,1573684931,core,viewed,course,,,2060,,N;,r,
166302884,51104,1574210904,core,viewed,course,,,2060,,N;,r,
168651972,51115,1575408088,core,viewed,course,,,2060,,N;,r,
168648535,51331,1575406697,core,viewed,course,,,2060,,N;,r,
167619507,51332,1574821657,core,viewed,course,,,2060,,N;,r,
168639649,51410,1575404204,core,viewed,course,,,2060,,N;,r,
169713894,53041,1576017960,core,viewed,course,,,2060,,N;,r,
169413266,53048,1575896219,core,viewed,course,,,2060,,N;,r,
166007789,53638,1574119238,core,viewed,course,,,2060,,N;,r,
168414714,53761,1575305997,core,viewed,course,,,2060,,N;,r,
166111449,54065,1574168098,core,viewed,course,,,2060,,N;,r,
168556477,54662,1575376478,core,viewed,course,,,2060,,N;,r,
168760458,54701,1575458134,core,viewed,course,,,2060,,N;,r,
168090396,54786,1574999878,core,viewed,course,,,2060,,N;,r,
167040474,54819,1574545238,core,viewed,course,,,2060,,N;,r,
165879156,54842,1574086497,core,viewed,course,,,2060,,N;,r,
164853727,54844,1573586141,core,viewed,course,,,2060,,N;,r,
169349059,55057,1575827794,core,viewed,course,,,2060,,N;,r,
166285255,55446,1574208574,core,viewed,course,,,2060,,N;,r,
165304024,55760,1573719607,core,viewed,course,,,2060,,N;,r,
165054052,55855,1573651370,core,viewed,course,,,2060,,N;,r,
169592931,56110,1575979905,core,viewed,course,,,2060,,N;,r,
168716021,56157,1575420852,core,viewed,course,,,2060,,N;,r,
169738119,56209,1576022327,core,viewed,course,,,2060,,N;,r,
169693145,56353,1576013955,core,viewed,course,,,2060,,N;,r,
167244066,56481,1574701375,core,viewed,course,,,2060,,N;,r,
167980040,56518,1574960417,core,viewed,course,,,2060,,N;,r,
166536102,56611,1574289506,core,viewed,course,,,2060,,N;,r,
168607937,56764,1575395760,core,viewed,course,,,2060,,N;,r,
166235706,56898,1574200190,core,viewed,course,,,2060,,N;,r,
168350649,57054,1575246007,core,viewed,course,,,2060,,N;,r,
167440038,57481,1574777900,core,viewed,course,,,2060,,N;,r,
168318902,57493,1575215544,core,viewed,course,,,2060,,N;,r,
167733277,62576,1574883885,core,viewed,course,,,2060,,N;,r,
164933847,63641,1573602907,core,viewed,course,,,2060,,N;,r,
167037334,63835,1574541099,core,viewed,course,,,2060,,N;,r,
166316112,63844,1574213678,core,viewed,course,,,2060,,N;,r,
165029773,64005,1573644149,core,viewed,course,,,2060,,N;,r,
165795893,64386,1574025006,core,viewed,course,,,2060,,N;,r,
168148952,65135,1575053908,core,viewed,course,,,2060,,N;,r,
166137712,65190,1574174846,core,viewed,course,,,2060,,N;,r,
169560585,65406,1575943436,core,viewed,course,,,2060,,N;,r,
165900911,65416,1574093485,core,viewed,course,,,2060,,N;,r,
165953830,65468,1574107766,core,viewed,course,,,2060,,N;,r,
169357762,66089,1575835187,core,viewed,course,,,2060,,N;,r,
166131072,66402,1574173010,core,viewed,course,,,2060,,N;,r,
166017235,66473,1574120864,core,viewed,course,,,2060,,N;,r,
169757683,66525,1576026331,core,viewed,course,,,2060,,N;,r,
164857819,66905,1573587219,core,viewed,course,,,2060,,N;,r,
169367165,66983,1575844025,core,viewed,course,,,2060,,N;,r,
168350567,67219,1575245920,core,viewed,course,,,2060,,N;,r,
167752320,67426,1574887545,core,viewed,course,,,2060,,N;,r,
166324465,67540,1574215702,core,viewed,course,,,2060,,N;,r,
169707934,67568,1576016942,core,viewed,course,,,2060,,N;,r,
167697752,68417,1574874840,core,viewed,course,,,2060,,N;,r,
169725761,68770,1576019973,core,viewed,course,,,2060,,N;,r,
168308952,68837,1575203512,core,viewed,course,,,2060,,N;,r,
165348569,68944,1573740629,core,viewed,course,,,2060,,N;,r,
169468632,69536,1575916936,core,viewed,course,,,2060,,N;,r,
168610691,69577,1575396593,core,viewed,course,,,2060,,N;,r,
166285521,69681,1574208621,core,viewed,course,,,2060,,N;,r,
166368582,70215,1574248455,core,viewed,course,,,2060,,N;,r,
168940924,71539,1575510898,core,viewed,course,,,2060,,N;,r,
166285178,72499,1574208563,core,viewed,course,,,2060,,N;,r,
168641068,72639,1575404886,core,viewed,course,,,2060,,N;,r,
168732721,73047,1575424992,core,viewed,course,,,2060,,N;,r,
167100729,73065,1574600667,core,viewed,course,,,2060,,N;,r,
167332945,73113,1574724079,core,viewed,course,,,2060,,N;,r,
168680938,73117,1575414200,core,viewed,course,,,2060,,N;,r,
169540524,73507,1575937416,core,viewed,course,,,2060,,N;,r,
168847904,73702,1575488271,core,viewed,course,,,2060,,N;,r,
166274565,73829,1574206743,core,viewed,course,,,2060,,N;,r,
167398360,74271,1574763859,core,viewed,course,,,2060,,N;,r,
168701006,74708,1575418515,core,viewed,course,,,2060,,N;,r,
165102381,74804,1573664105,core,viewed,course,,,2060,,N;,r,
166239550,75119,1574201020,core,viewed,course,,,2060,,N;,r,
166195433,75271,1574189303,core,viewed,course,,,2060,,N;,r,
169764335,75858,1576027720,core,viewed,course,,,2060,,N;,r,
166169012,75943,1574183598,core,viewed,course,,,2060,,N;,r,
166612213,76227,1574306238,core,viewed,course,,,2060,,N;,r,
167402368,77144,1574766761,core,viewed,course,,,2060,,N;,r,
169350685,77816,1575829775,core,viewed,course,,,2060,,N;,r,
165271856,77885,1573697095,core,viewed,course,,,2060,,N;,r,
166769521,77895,1574379765,core,viewed,course,,,2060,,N;,r,
165806664,78188,1574032341,core,viewed,course,,,2060,,N;,r,
167055979,78197,1574557894,core,viewed,course,,,2060,,N;,r,
165563198,78449,1573817931,core,viewed,course,,,2060,,N;,r,
167027103,78557,1574530644,core,viewed,course,,,2060,,N;,r,
165897754,78600,1574092412,core,viewed,course,,,2060,,N;,r,
168650157,78644,1575407311,core,viewed,course,,,2060,,N;,r,
169500151,78939,1575928297,core,viewed,course,,,2060,,N;,r,
166337221,79162,1574219804,core,viewed,course,,,2060,,N;,r,
169716548,79184,1576018384,core,viewed,course,,,2060,,N;,r,
168579311,79302,1575386240,core,viewed,course,,,2060,,N;,r,
165042076,79329,1573647959,core,viewed,course,,,2060,,N;,r,
168656630,79365,1575409481,core,viewed,course,,,2060,,N;,r,
165875761,79433,1574085522,core,viewed,course,,,2060,,N;,r,
169502060,79476,1575928826,core,viewed,course,,,2060,,N;,r,
165729081,79488,1573946547,core,viewed,course,,,2060,,N;,r,
166111388,79617,1574168072,core,viewed,course,,,2060,,N;,r,
169623538,79654,1575991714,core,viewed,course,,,2060,,N;,r,
168715919,79673,1575420829,core,viewed,course,,,2060,,N;,r,
167938089,79877,1574948531,core,viewed,course,,,2060,,N;,r,
169093115,80036,1575590156,core,viewed,course,,,2060,,N;,r,
165594298,80606,1573839113,core,viewed,course,,,2060,,N;,r,
166690194,80636,1574356883,core,viewed,course,,,2060,,N;,r,
164855403,80714,1573586585,core,viewed,course,,,2060,,N;,r,
168656083,80818,1575409352,core,viewed,course,,,2060,,N;,r,
168755481,80820,1575453310,core,viewed,course,,,2060,,N;,r,
168032270,81087,1574979920,core,viewed,course,,,2060,,N;,r,
168418181,81336,1575307168,core,viewed,course,,,2060,,N;,r,
166323241,81424,1574215413,core,viewed,course,,,2060,,N;,r,
168514493,81865,1575335897,core,viewed,course,,,2060,,N;,r,
168640615,82704,1575404640,core,viewed,course,,,2060,,N;,r,
169775075,82782,1576030407,core,viewed,course,,,2060,,N;,r,
167155588,82837,1574638361,core,viewed,course,,,2060,,N;,r,
169612281,82858,1575987594,core,viewed,course,,,2060,,N;,r,
167937706,83245,1574948335,core,viewed,course,,,2060,,N;,r,
168728932,83639,1575424039,core,viewed,course,,,2060,,N;,r,
168745525,84214,1575430675,core,viewed,course,,,2060,,N;,r,
169787366,84620,1576034016,core,viewed,course,,,2060,,N;,r,
167601838,84637,1574817215,core,viewed,course,,,2060,,N;,r,
168704384,84697,1575419267,core,viewed,course,,,2060,,N;,r,
167512032,84794,1574800738,core,viewed,course,,,2060,,N;,r,
166212283,84892,1574193658,core,viewed,course,,,2060,,N;,r,
169339479,85095,1575817246,core,viewed,course,,,2060,,N;,r,
166547635,85447,1574291468,core,viewed,course,,,2060,,N;,r,
165942367,85581,1574104365,core,viewed,course,,,2060,,N;,r,
168562123,85720,1575378968,core,viewed,course,,,2060,,N;,r,
166336444,86221,1574219346,core,viewed,course,,,2060,,N;,r,
166156722,86378,1574180518,core,viewed,course,,,2060,,N;,r,
165376969,86384,1573750265,core,viewed,course,,,2060,,N;,r,
169339085,86581,1575816797,core,viewed,course,,,2060,,N;,r,
166111569,86725,1574168134,core,viewed,course,,,2060,,N;,r,
168274386,86836,1575138205,core,viewed,course,,,2060,,N;,r,
166200388,86889,1574190504,core,viewed,course,,,2060,,N;,r,
168687183,87127,1575415440,core,viewed,course,,,2060,,N;,r,
167598192,87188,1574816365,core,viewed,course,,,2060,,N;,r,
169642507,87396,1575999468,core,viewed,course,,,2060,,N;,r,
168357305,87398,1575251643,core,viewed,course,,,2060,,N;,r,
164986188,87400,1573611329,core,viewed,course,,,2060,,N;,r,
169651482,87415,1576002551,core,viewed,course,,,2060,,N;,r,
168430254,87424,1575311787,core,viewed,course,,,2060,,N;,r,
166015207,87428,1574120516,core,viewed,course,,,2060,,N;,r,
167562626,87442,1574809714,core,viewed,course,,,2060,,N;,r,
169535018,87460,1575936022,core,viewed,course,,,2060,,N;,r,
169056421,87465,1575579745,core,viewed,course,,,2060,,N;,r,
165886617,87479,1574088614,core,viewed,course,,,2060,,N;,r,
165868232,87488,1574083551,core,viewed,course,,,2060,,N;,r,
165551375,87493,1573803422,core,viewed,course,,,2060,,N;,r,
169587706,87495,1575978326,core,viewed,course,,,2060,,N;,r,
166471955,87537,1574274120,core,viewed,course,,,2060,,N;,r,
167488328,87543,1574793545,core,viewed,course,,,2060,,N;,r,
169780529,87553,1576032035,core,viewed,course,,,2060,,N;,r,
168599048,87577,1575393136,core,viewed,course,,,2060,,N;,r,
167412944,87629,1574771134,core,viewed,course,,,2060,,N;,r,
169396619,87635,1575890327,core,viewed,course,,,2060,,N;,r,
168439440,87642,1575315299,core,viewed,course,,,2060,,N;,r,
167109577,87647,1574608148,core,viewed,course,,,2060,,N;,r,
168683759,87687,1575414697,core,viewed,course,,,2060,,N;,r,
169359651,87696,1575837161,core,viewed,course,,,2060,,N;,r,
167457293,87714,1574784604,core,viewed,course,,,2060,,N;,r,
167505488,87716,1574798421,core,viewed,course,,,2060,,N;,r,
168689902,87730,1575416084,core,viewed,course,,,2060,,N;,r,
166936113,87732,1574460195,core,viewed,course,,,2060,,N;,r,
165818228,87748,1574039400,core,viewed,course,,,2060,,N;,r,
168700985,87754,1575418512,core,viewed,course,,,2060,,N;,r,
166161343,87758,1574181710,core,viewed,course,,,2060,,N;,r,
169764229,87798,1576027704,core,viewed,course,,,2060,,N;,r,
165678973,87806,1573899748,core,viewed,course,,,2060,,N;,r,
169154653,87830,1575635823,core,viewed,course,,,2060,,N;,r,
166375401,87845,1574251030,core,viewed,course,,,2060,,N;,r,
167620746,87857,1574822072,core,viewed,course,,,2060,,N;,r,
167301259,87862,1574718685,core,viewed,course,,,2060,,N;,r,
169425006,87869,1575900217,core,viewed,course,,,2060,,N;,r,
164900551,87882,1573597788,core,viewed,course,,,2060,,N;,r,
164848478,87899,1573584741,core,viewed,course,,,2060,,N;,r,
167553027,87901,1574808380,core,viewed,course,,,2060,,N;,r,
168483596,87911,1575328483,core,viewed,course,,,2060,,N;,r,
167285261,87937,1574714663,core,viewed,course,,,2060,,N;,r,
166312811,87943,1574212944,core,viewed,course,,,2060,,N;,r,
166754412,87949,1574376345,core,viewed,course,,,2060,,N;,r,
169529028,87963,1575934695,core,viewed,course,,,2060,,N;,r,
168775535,87969,1575463829,core,viewed,course,,,2060,,N;,r,
164965301,87977,1573607092,core,viewed,course,,,2060,,N;,r,
168724843,88058,1575423036,core,viewed,course,,,2060,,N;,r,
167371421,88062,1574732093,core,viewed,course,,,2060,,N;,r,
167531971,88106,1574805988,core,viewed,course,,,2060,,N;,r,
167161002,88109,1574641139,core,viewed,course,,,2060,,N;,r,
