sequence_size;sequence;total;total_time_span;avg_time_span;i_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
4;resource_vis_START>assignment_vis_END>assignment_try_END>assignment_vis_END;248;633789;508947.6612903226;496;248;248;1.39 (+- 0.48);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>resource_vis_END>assignment_vis_END;216;633495;523323.25925925927;432;216;216;1.41 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>resource_vis_END>assignment_sub_END;231;633495;520241.09523809527;447;231;231;1.39 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_vis_END>assignment_sub_END;381;633822;509657.25721784774;1415;381;381;1.40 (+- 0.50);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_vis_END>assignment_try_END;185;633747;517946.8108108108;370;185;185;1.41 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_try_END>assignment_vis_END>assignment_sub_END;248;633789;508947.6612903226;496;248;248;1.39 (+- 0.48);1.5;1.5;2
4;resource_vis_START>resource_vis_END>assignment_vis_END>assignment_sub_END;395;633832;514369.4075949367;1301;395;395;1.39 (+- 0.52);1.5;1.5;2
4;resource_vis_START>resource_vis_END>assignment_vis_END>assignment_try_END;306;633832;514761.47712418303;612;306;306;1.39 (+- 0.54);1.5;1.5;2
4;resource_vis_START>resource_vis_END>assignment_vis_END>assignment_vis_END;176;633747;515544.63636363635;352;176;176;1.41 (+- 0.49);1.5;1.5;2
4;resource_vis_START>resource_vis_END>assignment_try_END>assignment_sub_END;308;633832;514118.63636363635;614;308;308;1.39 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_END>assignment_sub_END;199;633822;518464.9849246231;395;199;199;1.38 (+- 0.51);1.5;1.5;2
4;resource_vis_START>forum_vis_START>assignment_vis_END>assignment_try_END;217;633570;483906.26267281105;434;217;217;1.44 (+- 0.50);1.5;1.5;2
4;resource_vis_START>forum_vis_START>assignment_vis_END>assignment_sub_END;257;633575;485010.4591439689;647;257;257;1.44 (+- 0.49);1.5;1.5;2
4;resource_vis_START>forum_vis_START>assignment_try_END>assignment_sub_END;217;633570;483906.26267281105;434;217;217;1.44 (+- 0.50);1.5;1.5;2
4;resource_vis_START>forum_vis_START>forum_vis_END>assignment_vis_END;173;632743;491750.3063583815;346;173;173;1.45 (+- 0.50);1.5;1.5;2
4;resource_vis_START>forum_vis_START>forum_vis_END>assignment_sub_END;174;632743;490856.8103448276;347;174;174;1.44 (+- 0.51);1.5;1.5;2
4;resource_vis_START>forum_vis_END>forum_vis_END>assignment_vis_END;171;632738;503892.0409356725;342;171;171;1.46 (+- 0.50);1.5;1.5;2
4;resource_vis_START>forum_vis_END>forum_vis_END>assignment_sub_END;171;632738;503892.0409356725;342;171;171;1.46 (+- 0.50);1.5;1.5;2
4;resource_vis_START>forum_vis_END>assignment_vis_END>assignment_sub_END;289;632743;495761.1626297578;858;289;289;1.44 (+- 0.50);1.5;1.5;2
4;resource_vis_START>forum_vis_END>assignment_vis_END>assignment_try_END;225;632738;497578.9511111111;450;225;225;1.45 (+- 0.50);1.5;1.5;2
4;resource_vis_START>forum_vis_END>assignment_try_END>assignment_sub_END;225;632738;497578.9511111111;450;225;225;1.45 (+- 0.50);1.5;1.5;2
4;assignment_vis_START>resource_vis_START>assignment_vis_END>assignment_try_END;201;633832;517919.9253731343;402;201;201;1.37 (+- 0.56);1.5;1.5;2
4;assignment_vis_START>resource_vis_START>assignment_vis_END>assignment_sub_END;278;633832;506527.726618705;479;278;278;1.40 (+- 0.53);1.5;1.5;2
4;assignment_vis_START>resource_vis_START>assignment_try_END>assignment_sub_END;201;633832;517919.9253731343;402;201;201;1.37 (+- 0.56);1.5;1.5;2
4;assignment_vis_START>assignment_vis_END>assignment_try_END>assignment_sub_END;481;633907;524443.1018711019;1794;481;481;1.37 (+- 0.54);1.5;1.5;2
4;assignment_vis_START>assignment_vis_END>assignment_try_END>assignment_vis_END;219;633789;530581.7762557077;438;219;219;1.38 (+- 0.50);1.5;1.5;2
4;assignment_vis_START>assignment_vis_END>resource_vis_END>assignment_vis_END;265;633580;535809.2452830189;530;265;265;1.41 (+- 0.51);1.5;1.5;2
4;assignment_vis_START>assignment_vis_END>resource_vis_END>assignment_sub_END;280;633580;532584.9535714285;545;280;280;1.41 (+- 0.51);1.5;1.5;2
4;assignment_vis_START>assignment_vis_END>assignment_vis_END>assignment_try_END;199;633747;531865.4221105528;398;199;199;1.42 (+- 0.52);1.5;1.5;2
4;assignment_vis_START>assignment_vis_END>assignment_vis_END>assignment_sub_END;371;633822;527935.4663072777;1613;371;371;1.39 (+- 0.51);1.5;1.5;2
4;assignment_vis_START>assignment_try_END>assignment_vis_END>assignment_sub_END;219;633789;530581.7762557077;438;219;219;1.38 (+- 0.50);1.5;1.5;2
4;assignment_vis_START>assignment_vis_START>assignment_vis_END>assignment_try_END;169;633822;541027.4260355029;338;169;169;1.33 (+- 0.56);1.5;1.5;2
4;assignment_vis_START>assignment_vis_START>assignment_vis_END>assignment_sub_END;252;633822;525962.8015873015;614;252;252;1.36 (+- 0.54);1.5;1.5;2
4;assignment_vis_START>assignment_vis_START>assignment_try_END>assignment_sub_END;169;633822;541027.4260355029;338;169;169;1.33 (+- 0.56);1.5;1.5;2
4;assignment_vis_START>assignment_try_START>assignment_vis_START>assignment_sub_START;167;633500;213610.16766467065;167;167;167;1.30 (+- 0.57);1.5;1.5;2
4;assignment_vis_START>assignment_try_START>assignment_vis_START>assignment_vis_END;193;633822;531652.1191709845;386;193;193;1.35 (+- 0.53);1.5;1.5;2
4;assignment_vis_START>assignment_try_START>assignment_vis_START>assignment_sub_END;193;633822;531652.1191709845;386;193;193;1.35 (+- 0.53);1.5;1.5;2
4;assignment_vis_START>assignment_try_START>assignment_vis_END>assignment_vis_END;174;633822;539673.5172413794;348;174;174;1.33 (+- 0.52);1.5;1.5;2
4;assignment_vis_START>assignment_try_START>assignment_vis_END>assignment_sub_END;310;633822;521599.7774193548;1055;310;310;1.35 (+- 0.52);1.5;1.5;2
4;assignment_vis_START>assignment_try_START>resource_vis_END>assignment_vis_END;182;633747;535744.1923076923;364;182;182;1.31 (+- 0.52);1.5;1.5;2
4;assignment_vis_START>assignment_try_START>resource_vis_END>assignment_sub_END;192;633747;531430.5416666666;374;192;192;1.31 (+- 0.51);1.5;1.5;2
4;assignment_vis_START>resource_vis_END>assignment_vis_END>assignment_try_END;275;633832;533145.7527272727;550;275;275;1.39 (+- 0.52);1.5;1.5;2
4;assignment_vis_START>resource_vis_END>assignment_vis_END>assignment_vis_END;176;633747;526868.0738636364;352;176;176;1.41 (+- 0.50);1.5;1.5;2
4;assignment_vis_START>resource_vis_END>assignment_vis_END>assignment_sub_END;393;633832;529619.7709923664;1499;393;393;1.38 (+- 0.52);1.5;1.5;2
4;assignment_vis_START>resource_vis_END>assignment_try_END>assignment_sub_END;277;633832;532298.2310469314;552;277;277;1.39 (+- 0.52);1.5;1.5;2
4;assignment_vis_START>forum_vis_END>assignment_vis_END>assignment_sub_END;223;633463;512043.94170403585;223;223;223;1.41 (+- 0.52);1.5;1.5;2
4;assignment_vis_END>assignment_try_END>resource_vis_END>assignment_vis_END;280;633852;276146.5071428571;560;280;280;1.36 (+- 0.52);1.5;1.5;2
4;assignment_vis_END>assignment_try_END>resource_vis_END>assignment_sub_END;323;633852;265765.7151702786;603;323;323;1.36 (+- 0.53);1.5;1.5;2
4;assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;712;633927;270188.17837078654;3004;712;712;1.38 (+- 0.51);1.5;1.5;2
4;assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_vis_END;194;633768;296797.9742268041;388;194;194;1.36 (+- 0.51);1.5;1.5;2
4;assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_try_END;189;632845;237601.8201058201;378;189;189;1.35 (+- 0.55);1.5;1.5;2
4;assignment_vis_END>assignment_try_END>assignment_try_END>assignment_sub_END;189;632845;237601.8201058201;378;189;189;1.35 (+- 0.55);1.5;1.5;2
4;assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_sub_END;665;633852;279169.52330827067;3098;665;665;1.40 (+- 0.50);1.5;1.5;2
4;assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_try_END;438;633768;258898.9406392694;1226;438;438;1.42 (+- 0.50);1.5;1.5;2
4;assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_vis_END;263;633768;288957.48288973386;876;263;263;1.43 (+- 0.50);1.5;1.5;2
4;assignment_vis_END>resource_vis_END>assignment_try_END>assignment_vis_END;181;633768;244760.60773480663;712;181;181;1.45 (+- 0.48);1.5;1.5;2
4;assignment_vis_END>resource_vis_END>assignment_try_END>assignment_sub_END;451;633768;255186.9356984479;1245;451;451;1.42 (+- 0.51);1.5;1.5;2
4;assignment_vis_END>resource_vis_END>resource_vis_END>assignment_sub_END;176;633768;323737.0227272727;176;176;176;1.36 (+- 0.52);1.5;1.5;2
4;assignment_vis_END>resource_vis_END>forum_vis_END>assignment_vis_END;175;632929;338063.0685714286;350;175;175;1.38 (+- 0.48);1.5;1.5;2
4;assignment_vis_END>resource_vis_END>forum_vis_END>assignment_sub_END;179;632929;332478.56424581003;354;179;179;1.38 (+- 0.49);1.5;1.5;2
4;assignment_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END;227;633768;272053.1629955947;804;227;227;1.44 (+- 0.49);1.5;1.5;2
4;assignment_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;573;633768;263933.68935427576;2403;573;573;1.39 (+- 0.52);1.5;1.5;2
4;assignment_vis_END>assignment_vis_END>resource_vis_END>assignment_vis_END;204;633768;332624.9068627451;408;204;204;1.30 (+- 0.51);1.5;1.5;2
4;assignment_vis_END>assignment_vis_END>resource_vis_END>assignment_sub_END;222;633768;332265.1126126126;426;222;222;1.30 (+- 0.50);1.5;1.5;2
4;assignment_vis_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;388;633768;303419.2268041237;1451;388;388;1.39 (+- 0.50);1.5;1.5;2
4;assignment_vis_END>forum_vis_END>assignment_vis_END>assignment_sub_END;302;632929;344892.9735099338;678;302;302;1.38 (+- 0.50);1.5;1.5;2
4;assignment_vis_END>forum_vis_END>assignment_vis_END>assignment_try_END;201;632738;329602.96019900497;402;201;201;1.41 (+- 0.50);1.5;1.5;2
4;assignment_vis_END>forum_vis_END>assignment_try_END>assignment_sub_END;203;632738;326375.68472906406;404;203;203;1.41 (+- 0.50);1.5;1.5;2
4;assignment_try_END>resource_vis_END>assignment_vis_END>assignment_sub_END;280;633852;276146.5071428571;560;280;280;1.36 (+- 0.52);1.5;1.5;2
4;assignment_try_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;194;633768;296797.9742268041;388;194;194;1.36 (+- 0.51);1.5;1.5;2
4;assignment_try_END>assignment_vis_END>assignment_try_END>assignment_sub_END;189;632845;237601.8201058201;378;189;189;1.35 (+- 0.55);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END;403;633843;237053.02977667493;1156;403;403;1.42 (+- 0.49);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;1059;633843;230783.0566572238;3556;1059;1059;1.41 (+- 0.51);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>resource_vis_END>assignment_vis_END;236;633768;296272.66101694916;472;236;236;1.38 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>resource_vis_END>assignment_sub_END;258;633768;295466.20930232556;494;258;258;1.38 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;545;633843;261974.96880733944;2190;545;545;1.41 (+- 0.49);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_try_END;216;633747;249495.21296296295;432;216;216;1.40 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;408;633843;234427.52450980392;1167;408;408;1.42 (+- 0.49);1.5;1.5;2
4;resource_vis_END>resource_vis_END>assignment_vis_END>assignment_sub_END;313;633768;293607.9552715655;911;313;313;1.41 (+- 0.51);1.5;1.5;2
4;resource_vis_END>resource_vis_END>assignment_vis_END>assignment_try_END;189;633580;276148.1005291005;378;189;189;1.41 (+- 0.52);1.5;1.5;2
4;resource_vis_END>resource_vis_END>assignment_try_END>assignment_sub_END;195;633580;273551.24102564104;384;195;195;1.42 (+- 0.52);1.5;1.5;2
4;resource_vis_END>forum_vis_END>assignment_vis_END>assignment_sub_END;344;633086;311546.3226744186;959;344;344;1.43 (+- 0.48);1.5;1.5;2
4;resource_vis_END>forum_vis_END>assignment_vis_END>assignment_try_END;267;632322;295147.09363295883;534;267;267;1.47 (+- 0.46);1.5;1.5;2
4;resource_vis_END>forum_vis_END>assignment_try_END>assignment_sub_END;269;632322;292967.8178438662;536;269;269;1.47 (+- 0.46);1.5;1.5;2
4;resource_vis_END>forum_vis_END>resource_vis_END>assignment_vis_END;173;632165;303782.8843930636;346;173;173;1.46 (+- 0.49);1.5;1.5;2
4;resource_vis_END>forum_vis_END>resource_vis_END>assignment_sub_END;179;632165;302621.31284916203;352;179;179;1.46 (+- 0.50);1.5;1.5;2
4;assignment_try_START>assignment_vis_START>assignment_vis_END>assignment_sub_END;193;633822;531652.1191709845;386;193;193;1.35 (+- 0.53);1.5;1.5;2
4;assignment_try_START>assignment_vis_END>assignment_vis_END>assignment_sub_END;174;633822;539673.5172413794;348;174;174;1.33 (+- 0.52);1.5;1.5;2
4;assignment_try_START>resource_vis_END>assignment_vis_END>assignment_sub_END;182;633747;535744.1923076923;364;182;182;1.31 (+- 0.52);1.5;1.5;2
4;forum_vis_START>resource_vis_START>assignment_vis_END>assignment_sub_END;179;632750;483880.9776536313;179;179;179;1.46 (+- 0.49);1.5;1.5;2
4;forum_vis_START>resource_vis_END>assignment_vis_END>assignment_sub_END;189;633093;493661.71957671957;189;189;189;1.46 (+- 0.50);1.5;1.5;2
4;forum_vis_START>assignment_vis_END>assignment_try_END>assignment_sub_END;276;633918;485875.77898550726;493;276;276;1.45 (+- 0.49);1.5;1.5;2
4;forum_vis_START>assignment_vis_END>assignment_vis_END>assignment_sub_END;191;633918;503857.8848167539;191;191;191;1.44 (+- 0.47);1.5;1.5;2
4;forum_vis_START>forum_vis_END>assignment_vis_END>assignment_sub_END;208;633086;490925.02403846156;381;208;208;1.45 (+- 0.48);1.5;1.5;2
4;forum_vis_END>forum_participation_END>forum_vis_END>assignment_vis_END;169;632823;375912.9881656805;338;169;169;1.44 (+- 0.47);1.5;1.5;2
4;forum_vis_END>forum_participation_END>forum_vis_END>assignment_sub_END;169;632823;375912.9881656805;338;169;169;1.44 (+- 0.47);1.5;1.5;2
4;forum_vis_END>forum_participation_END>assignment_vis_END>assignment_sub_END;179;633086;375942.843575419;348;179;179;1.44 (+- 0.46);1.5;1.5;2
4;forum_vis_END>forum_vis_END>forum_vis_END>assignment_vis_END;173;632043;367390.3699421965;346;173;173;1.42 (+- 0.48);1.5;1.5;2
4;forum_vis_END>forum_vis_END>forum_vis_END>assignment_sub_END;173;632043;367390.3699421965;346;173;173;1.42 (+- 0.48);1.5;1.5;2
4;forum_vis_END>forum_vis_END>assignment_vis_END>assignment_sub_END;287;632823;362067.02090592333;1035;287;287;1.42 (+- 0.48);1.5;1.5;2
4;forum_vis_END>forum_vis_END>assignment_vis_END>assignment_try_END;235;632823;361101.4127659575;470;235;235;1.45 (+- 0.48);1.5;1.5;2
4;forum_vis_END>forum_vis_END>assignment_try_END>assignment_sub_END;236;632823;361783.3686440678;471;236;236;1.45 (+- 0.48);1.5;1.5;2
4;forum_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;457;633086;320262.22757111595;1789;457;457;1.42 (+- 0.49);1.5;1.5;2
4;forum_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END;176;633086;344938.0227272727;352;176;176;1.43 (+- 0.45);1.5;1.5;2
4;forum_vis_END>assignment_vis_END>resource_vis_END>assignment_sub_END;169;632823;342967.36094674555;169;169;169;1.35 (+- 0.52);1.5;1.5;2
4;forum_vis_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;276;633086;352799.8731884058;452;276;276;1.39 (+- 0.48);1.5;1.5;2
4;forum_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;177;633086;343007.2768361582;353;177;177;1.43 (+- 0.45);1.5;1.5;2
4;forum_vis_END>resource_vis_END>assignment_vis_END>assignment_try_END;228;632059;308038.0307017544;456;228;228;1.42 (+- 0.49);1.5;1.5;2
4;forum_vis_END>resource_vis_END>assignment_vis_END>assignment_sub_END;311;633569;320843.347266881;712;311;311;1.41 (+- 0.50);1.5;1.5;2
4;forum_vis_END>resource_vis_END>assignment_try_END>assignment_sub_END;230;632059;307871.7304347826;458;230;230;1.42 (+- 0.49);1.5;1.5;2
4;forum_participation_END>forum_vis_END>assignment_vis_END>assignment_sub_END;169;632823;375912.9881656805;338;169;169;1.44 (+- 0.47);1.5;1.5;2
5;resource_vis_START>assignment_vis_START>assignment_vis_END>assignment_try_END>assignment_sub_END;250;633822;519623.644;250;250;250;1.39 (+- 0.54);1.5;1.5;2
5;resource_vis_START>assignment_vis_START>assignment_vis_END>assignment_vis_END>assignment_sub_END;209;633822;521572.7942583732;209;209;209;1.39 (+- 0.53);1.5;1.5;2
5;resource_vis_START>assignment_vis_START>assignment_try_START>assignment_vis_END>assignment_sub_END;196;633822;520931.9081632653;196;196;196;1.38 (+- 0.51);1.5;1.5;2
5;resource_vis_START>assignment_vis_START>resource_vis_END>assignment_vis_END>assignment_sub_END;208;633747;528291.2259615385;208;208;208;1.38 (+- 0.54);1.5;1.5;2
5;resource_vis_START>assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;248;633789;508947.6612903226;248;248;248;1.39 (+- 0.48);1.5;1.5;2
5;resource_vis_START>assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_sub_END;216;633495;523323.25925925927;216;216;216;1.41 (+- 0.52);1.5;1.5;2
5;resource_vis_START>assignment_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;185;633747;517946.8108108108;185;185;185;1.41 (+- 0.54);1.5;1.5;2
5;resource_vis_START>resource_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;306;633832;514761.47712418303;306;306;306;1.39 (+- 0.54);1.5;1.5;2
5;resource_vis_START>resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;176;633747;515544.63636363635;176;176;176;1.41 (+- 0.49);1.5;1.5;2
5;resource_vis_START>forum_vis_START>assignment_vis_END>assignment_try_END>assignment_sub_END;217;633570;483906.26267281105;217;217;217;1.44 (+- 0.50);1.5;1.5;2
5;resource_vis_START>forum_vis_START>forum_vis_END>assignment_vis_END>assignment_sub_END;173;632743;491750.3063583815;173;173;173;1.45 (+- 0.50);1.5;1.5;2
5;resource_vis_START>forum_vis_END>forum_vis_END>assignment_vis_END>assignment_sub_END;171;632738;503892.0409356725;171;171;171;1.46 (+- 0.50);1.5;1.5;2
5;resource_vis_START>forum_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;225;632738;497578.9511111111;225;225;225;1.45 (+- 0.50);1.5;1.5;2
5;assignment_vis_START>resource_vis_START>assignment_vis_END>assignment_try_END>assignment_sub_END;201;633832;517919.9253731343;201;201;201;1.37 (+- 0.56);1.5;1.5;2
5;assignment_vis_START>assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;219;633789;530581.7762557077;219;219;219;1.38 (+- 0.50);1.5;1.5;2
5;assignment_vis_START>assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_sub_END;265;633580;535809.2452830189;265;265;265;1.41 (+- 0.51);1.5;1.5;2
5;assignment_vis_START>assignment_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;199;633747;531865.4221105528;199;199;199;1.42 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>assignment_vis_START>assignment_vis_END>assignment_try_END>assignment_sub_END;169;633822;541027.4260355029;169;169;169;1.33 (+- 0.56);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_vis_START>assignment_vis_END>assignment_sub_END;193;633822;531652.1191709845;193;193;193;1.35 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_vis_END>assignment_vis_END>assignment_sub_END;174;633822;539673.5172413794;174;174;174;1.33 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>resource_vis_END>assignment_vis_END>assignment_sub_END;182;633747;535744.1923076923;182;182;182;1.31 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>resource_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;275;633832;533145.7527272727;275;275;275;1.39 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;176;633747;526868.0738636364;176;176;176;1.41 (+- 0.50);1.5;1.5;2
5;assignment_vis_END>assignment_try_END>resource_vis_END>assignment_vis_END>assignment_sub_END;280;633852;276146.5071428571;280;280;280;1.36 (+- 0.52);1.5;1.5;2
5;assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;194;633768;296797.9742268041;194;194;194;1.36 (+- 0.51);1.5;1.5;2
5;assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_try_END>assignment_sub_END;189;632845;237601.8201058201;189;189;189;1.35 (+- 0.55);1.5;1.5;2
5;assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END;175;633768;251918.48571428572;350;175;175;1.45 (+- 0.49);1.5;1.5;2
5;assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;438;633768;258898.9406392694;613;438;438;1.42 (+- 0.50);1.5;1.5;2
5;assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;263;633768;288957.48288973386;438;263;263;1.43 (+- 0.50);1.5;1.5;2
5;assignment_vis_END>resource_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;181;633768;244760.60773480663;356;181;181;1.45 (+- 0.48);1.5;1.5;2
5;assignment_vis_END>resource_vis_END>forum_vis_END>assignment_vis_END>assignment_sub_END;175;632929;338063.0685714286;175;175;175;1.38 (+- 0.48);1.5;1.5;2
5;assignment_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;227;633768;272053.1629955947;402;227;227;1.44 (+- 0.49);1.5;1.5;2
5;assignment_vis_END>assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_sub_END;204;633768;332624.9068627451;204;204;204;1.30 (+- 0.51);1.5;1.5;2
5;assignment_vis_END>forum_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;201;632738;329602.96019900497;201;201;201;1.41 (+- 0.50);1.5;1.5;2
5;resource_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;403;633843;237053.02977667493;578;403;403;1.42 (+- 0.49);1.5;1.5;2
5;resource_vis_END>assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_sub_END;236;633768;296272.66101694916;236;236;236;1.38 (+- 0.52);1.5;1.5;2
5;resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;216;633747;249495.21296296295;216;216;216;1.40 (+- 0.52);1.5;1.5;2
5;resource_vis_END>resource_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;189;633580;276148.1005291005;189;189;189;1.41 (+- 0.52);1.5;1.5;2
5;resource_vis_END>forum_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;267;632322;295147.09363295883;267;267;267;1.47 (+- 0.46);1.5;1.5;2
5;resource_vis_END>forum_vis_END>resource_vis_END>assignment_vis_END>assignment_sub_END;173;632165;303782.8843930636;173;173;173;1.46 (+- 0.49);1.5;1.5;2
5;forum_vis_END>forum_participation_END>forum_vis_END>assignment_vis_END>assignment_sub_END;169;632823;375912.9881656805;169;169;169;1.44 (+- 0.47);1.5;1.5;2
5;forum_vis_END>forum_vis_END>forum_vis_END>assignment_vis_END>assignment_sub_END;173;632043;367390.3699421965;173;173;173;1.42 (+- 0.48);1.5;1.5;2
5;forum_vis_END>forum_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;235;632823;361101.4127659575;235;235;235;1.45 (+- 0.48);1.5;1.5;2
5;forum_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;176;633086;344938.0227272727;176;176;176;1.43 (+- 0.45);1.5;1.5;2
5;forum_vis_END>resource_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;228;632059;308038.0307017544;228;228;228;1.42 (+- 0.49);1.5;1.5;2
6;assignment_vis_END>resource_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;175;633768;251918.48571428572;175;175;175;1.45 (+- 0.49);1.5;1.5;2
