sequence_size;sequence;total;total_time_span;avg_time_span;i_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
4;assignment_vis>resource_vis>assignment_try>assignment_sub;761;633832;323075.20105124835;5616;761;761;1.40 (+- 0.52);1.5;1.5;2
4;assignment_vis>resource_vis>assignment_try>assignment_vis;366;633768;344694.87978142075;1448;366;366;1.42 (+- 0.50);1.5;1.5;2
4;assignment_vis>resource_vis>resource_vis>assignment_vis;340;633768;399781.7323529412;2414;340;340;1.36 (+- 0.53);1.5;1.5;2
4;assignment_vis>resource_vis>resource_vis>assignment_try;203;633747;424224.2118226601;804;203;203;1.34 (+- 0.56);1.5;1.5;2
4;assignment_vis>resource_vis>resource_vis>assignment_sub;357;633768;392080.3781512605;2806;357;357;1.36 (+- 0.53);1.5;1.5;2
4;assignment_vis>resource_vis>forum_vis>assignment_vis;323;633309;381585.1547987616;2640;323;323;1.41 (+- 0.50);1.5;1.5;2
4;assignment_vis>resource_vis>forum_vis>assignment_sub;328;633309;376845.35365853657;2468;328;328;1.41 (+- 0.51);1.5;1.5;2
4;assignment_vis>resource_vis>forum_vis>resource_vis;192;632929;404347.875;764;192;192;1.40 (+- 0.52);1.5;1.5;2
4;assignment_vis>resource_vis>forum_vis>assignment_try;234;632823;390512.405982906;934;234;234;1.43 (+- 0.49);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_try>assignment_sub;933;633907;323025.80707395496;10031;933;933;1.37 (+- 0.53);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_try>assignment_vis;455;633843;360140.36043956043;3572;455;455;1.40 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_try>resource_vis;213;633768;422064.28169014084;814;213;213;1.30 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_vis>assignment_try;343;633822;393396.51311953354;2412;343;343;1.36 (+- 0.53);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_vis>assignment_vis;308;633843;425659.77597402595;2996;308;308;1.37 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_vis>assignment_sub;678;633843;358930.2699115044;10739;678;678;1.39 (+- 0.50);1.5;1.5;2
4;assignment_vis>assignment_vis>assignment_vis>resource_vis;216;633768;453565.56944444444;834;216;216;1.34 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_vis>resource_vis>assignment_vis;428;633768;404484.3878504673;4524;428;428;1.34 (+- 0.51);1.5;1.5;2
4;assignment_vis>assignment_vis>resource_vis>assignment_try;235;633747;451638.5659574468;926;235;235;1.32 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_vis>resource_vis>assignment_sub;453;633768;398875.4194260486;4802;453;453;1.33 (+- 0.51);1.5;1.5;2
4;assignment_vis>assignment_vis>forum_vis>assignment_vis;261;633761;408782.11877394636;1638;261;261;1.39 (+- 0.51);1.5;1.5;2
4;assignment_vis>assignment_vis>forum_vis>assignment_sub;263;633761;408937.10266159696;1643;263;263;1.38 (+- 0.51);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_sub>assignment_vis;262;633747;344281.14122137404;1734;262;262;1.30 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_sub>assignment_try;248;633747;341687.8306451613;1680;248;248;1.30 (+- 0.55);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_sub>assignment_sub;262;633747;344281.14122137404;1734;262;262;1.30 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_try>resource_vis>assignment_vis;508;633852;355458.1535433071;3762;508;508;1.35 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_try>resource_vis>assignment_sub;556;633852;337881.2823741007;3857;556;556;1.35 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_try>resource_vis>assignment_try;199;633747;444307.8743718593;792;199;199;1.31 (+- 0.57);1.5;1.5;2
4;assignment_vis>assignment_try>resource_vis>resource_vis;177;633768;433171.2824858757;354;177;177;1.33 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_vis>assignment_sub;1055;633927;299446.92037914693;11090;1055;1055;1.37 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_vis>assignment_try;405;633822;359173.7012345679;3348;405;405;1.32 (+- 0.55);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_vis>assignment_vis;408;633843;386341.75;4650;408;408;1.36 (+- 0.50);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_vis>resource_vis;313;633768;416311.53674121405;1960;313;313;1.33 (+- 0.50);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_vis>forum_vis;186;633761;422861.6182795699;744;186;186;1.33 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_try>assignment_vis;206;633822;417965.97572815535;824;206;206;1.35 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_try>assignment_try>assignment_sub;405;633822;359173.7012345679;3162;405;405;1.32 (+- 0.55);1.5;1.5;2
4;assignment_vis>assignment_try>forum_vis>assignment_vis;243;633761;401809.83950617287;1204;243;243;1.35 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_try>forum_vis>assignment_sub;248;633761;396376.30241935485;1213;248;248;1.34 (+- 0.52);1.5;1.5;2
4;assignment_vis>assignment_sub>assignment_vis>assignment_try;248;633747;341687.8306451613;1714;248;248;1.30 (+- 0.55);1.5;1.5;2
4;assignment_vis>assignment_sub>assignment_vis>assignment_sub;262;633747;344281.14122137404;1768;262;262;1.30 (+- 0.54);1.5;1.5;2
4;assignment_vis>assignment_sub>assignment_try>assignment_sub;248;633747;341687.8306451613;1714;248;248;1.30 (+- 0.55);1.5;1.5;2
4;assignment_vis>forum_vis>forum_vis>assignment_vis;247;632823;404894.1255060729;1218;247;247;1.40 (+- 0.50);1.5;1.5;2
4;assignment_vis>forum_vis>forum_vis>assignment_sub;249;632823;405089.0522088353;1222;249;249;1.39 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>forum_vis>assignment_try;182;632823;419174.42307692306;726;182;182;1.42 (+- 0.50);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_vis>assignment_sub;469;633761;370907.53731343284;6828;469;469;1.38 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_vis>assignment_try;356;633655;379126.15168539324;3094;356;356;1.39 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_vis>resource_vis;171;632823;425981.2456140351;342;171;171;1.31 (+- 0.54);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_vis>assignment_vis;264;633655;405915.9431818182;1610;264;264;1.38 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>resource_vis>assignment_vis;286;633569;394490.1188811189;1738;286;286;1.37 (+- 0.52);1.5;1.5;2
4;assignment_vis>forum_vis>resource_vis>assignment_try;204;632823;411587.8333333333;810;204;204;1.38 (+- 0.53);1.5;1.5;2
4;assignment_vis>forum_vis>resource_vis>assignment_sub;291;633569;392426.3883161512;1923;291;291;1.37 (+- 0.52);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_try>assignment_vis;169;633655;392947.37278106506;674;169;169;1.40 (+- 0.51);1.5;1.5;2
4;assignment_vis>forum_vis>assignment_try>assignment_sub;359;633655;375976.51532033423;3107;359;359;1.38 (+- 0.51);1.5;1.5;2
4;assignment_try>assignment_sub>assignment_vis>assignment_try;248;633747;341687.8306451613;1688;248;248;1.30 (+- 0.55);1.5;1.5;2
4;assignment_try>assignment_sub>assignment_vis>assignment_sub;262;633747;344281.14122137404;1742;262;262;1.30 (+- 0.54);1.5;1.5;2
4;assignment_try>assignment_sub>assignment_try>assignment_sub;248;633747;341687.8306451613;1688;248;248;1.30 (+- 0.55);1.5;1.5;2
4;assignment_try>resource_vis>assignment_vis>assignment_sub;508;633852;355458.1535433071;3571;508;508;1.35 (+- 0.52);1.5;1.5;2
4;assignment_try>resource_vis>assignment_vis>assignment_try;197;633747;446998.78680203046;788;197;197;1.30 (+- 0.57);1.5;1.5;2
4;assignment_try>resource_vis>assignment_vis>assignment_vis;214;633768;425905.6448598131;856;214;214;1.37 (+- 0.51);1.5;1.5;2
4;assignment_try>resource_vis>assignment_try>assignment_sub;199;633747;444307.8743718593;792;199;199;1.31 (+- 0.57);1.5;1.5;2
4;assignment_try>resource_vis>resource_vis>assignment_sub;177;633768;433171.2824858757;354;177;177;1.33 (+- 0.54);1.5;1.5;2
4;assignment_try>assignment_vis>assignment_try>assignment_vis;206;633822;417965.97572815535;824;206;206;1.35 (+- 0.54);1.5;1.5;2
4;assignment_try>assignment_vis>assignment_try>assignment_sub;405;633822;359173.7012345679;3357;405;405;1.32 (+- 0.55);1.5;1.5;2
4;assignment_try>assignment_vis>assignment_vis>assignment_sub;408;633843;386341.75;4474;408;408;1.36 (+- 0.50);1.5;1.5;2
4;assignment_try>assignment_vis>assignment_vis>assignment_try;188;633822;436578.6914893617;752;188;188;1.31 (+- 0.54);1.5;1.5;2
4;assignment_try>assignment_vis>assignment_vis>assignment_vis;210;633822;459472.27142857143;840;210;210;1.35 (+- 0.53);1.5;1.5;2
4;assignment_try>assignment_vis>resource_vis>assignment_vis;292;633768;423206.4794520548;1890;292;292;1.33 (+- 0.50);1.5;1.5;2
4;assignment_try>assignment_vis>resource_vis>assignment_sub;313;633768;416311.53674121405;1962;313;313;1.33 (+- 0.50);1.5;1.5;2
4;assignment_try>assignment_vis>forum_vis>assignment_vis;186;633761;422861.6182795699;744;186;186;1.33 (+- 0.52);1.5;1.5;2
4;assignment_try>assignment_vis>forum_vis>assignment_sub;186;633761;422861.6182795699;744;186;186;1.33 (+- 0.52);1.5;1.5;2
4;assignment_try>assignment_try>assignment_vis>assignment_sub;206;633822;417965.97572815535;824;206;206;1.35 (+- 0.54);1.5;1.5;2
4;assignment_try>forum_vis>assignment_vis>assignment_sub;243;633761;401809.83950617287;1204;243;243;1.35 (+- 0.52);1.5;1.5;2
4;assignment_sub>assignment_vis>assignment_try>assignment_sub;248;633747;341687.8306451613;1727;248;248;1.30 (+- 0.55);1.5;1.5;2
4;forum_vis>resource_vis>assignment_vis>assignment_try;424;633093;352360.87264150946;3796;424;424;1.43 (+- 0.50);1.5;1.5;2
4;forum_vis>resource_vis>assignment_vis>resource_vis;177;632823;420221.8587570622;692;177;177;1.41 (+- 0.53);1.5;1.5;2
4;forum_vis>resource_vis>assignment_vis>assignment_vis;279;633086;397261.22580645164;2054;279;279;1.44 (+- 0.48);1.5;1.5;2
4;forum_vis>resource_vis>assignment_vis>assignment_sub;506;633726;349103.442687747;6633;506;506;1.43 (+- 0.50);1.5;1.5;2
4;forum_vis>resource_vis>assignment_try>assignment_vis;199;633086;389049.96482412063;794;199;199;1.44 (+- 0.47);1.5;1.5;2
4;forum_vis>resource_vis>assignment_try>assignment_sub;427;633093;350968.981264637;3810;427;427;1.43 (+- 0.50);1.5;1.5;2
4;forum_vis>resource_vis>resource_vis>assignment_vis;221;632823;411437.23076923075;1138;221;221;1.45 (+- 0.50);1.5;1.5;2
4;forum_vis>resource_vis>resource_vis>assignment_sub;227;632823;410290.3920704846;1323;227;227;1.44 (+- 0.51);1.5;1.5;2
4;forum_vis>resource_vis>forum_vis>forum_vis;177;632743;414520.07909604517;708;177;177;1.48 (+- 0.46);1.5;1.5;2
4;forum_vis>resource_vis>forum_vis>assignment_vis;287;633086;390474.59581881535;2890;287;287;1.47 (+- 0.47);1.5;1.5;2
4;forum_vis>resource_vis>forum_vis>assignment_sub;290;633086;387643.7586206897;2718;290;290;1.46 (+- 0.48);1.5;1.5;2
4;forum_vis>resource_vis>forum_vis>resource_vis;180;632738;418804.2444444444;718;180;180;1.46 (+- 0.50);1.5;1.5;2
4;forum_vis>resource_vis>forum_vis>assignment_try;232;633086;389825.9784482759;1616;232;232;1.49 (+- 0.46);1.5;1.5;2
4;forum_vis>assignment_vis>assignment_try>assignment_vis;305;633918;367153.3049180328;1816;305;305;1.41 (+- 0.48);1.5;1.5;2
4;forum_vis>assignment_vis>assignment_try>assignment_sub;662;633918;332125.91842900304;8152;662;662;1.42 (+- 0.49);1.5;1.5;2
4;forum_vis>assignment_vis>resource_vis>assignment_vis;262;632823;382664.7061068702;1624;262;262;1.40 (+- 0.52);1.5;1.5;2
4;forum_vis>assignment_vis>resource_vis>assignment_try;181;632823;397170.59116022097;716;181;181;1.42 (+- 0.53);1.5;1.5;2
4;forum_vis>assignment_vis>resource_vis>assignment_sub;279;632823;378908.74551971327;1837;279;279;1.39 (+- 0.52);1.5;1.5;2
4;forum_vis>assignment_vis>assignment_vis>assignment_try;250;633536;384213.384;1576;250;250;1.40 (+- 0.51);1.5;1.5;2
4;forum_vis>assignment_vis>assignment_vis>assignment_vis;213;633536;405671.5117370892;760;213;213;1.40 (+- 0.51);1.5;1.5;2
4;forum_vis>assignment_vis>assignment_vis>assignment_sub;430;633918;371274.14883720933;5668;430;430;1.40 (+- 0.49);1.5;1.5;2
4;forum_vis>assignment_vis>forum_vis>assignment_vis;247;633536;407205.91093117406;1256;247;247;1.42 (+- 0.48);1.5;1.5;2
4;forum_vis>assignment_vis>forum_vis>assignment_sub;251;633536;404192.764940239;1264;251;251;1.41 (+- 0.49);1.5;1.5;2
4;forum_vis>assignment_vis>forum_vis>assignment_try;176;633384;415054.54545454547;702;176;176;1.45 (+- 0.48);1.5;1.5;2
4;forum_vis>assignment_try>assignment_vis>assignment_sub;306;633918;365963.90196078434;1820;306;306;1.41 (+- 0.48);1.5;1.5;2
4;forum_vis>forum_vis>forum_participation>forum_vis;173;632738;366006.0462427746;692;173;173;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_vis>forum_participation>assignment_vis;183;633732;363051.47540983604;712;183;183;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_vis>forum_participation>assignment_sub;183;633732;363051.47540983604;712;183;183;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>forum_vis;181;632743;405485.59116022097;724;181;181;1.45 (+- 0.47);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>assignment_vis;276;633389;375411.7463768116;2910;276;276;1.43 (+- 0.48);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>assignment_sub;276;633389;375411.7463768116;2910;276;276;1.43 (+- 0.48);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>assignment_try;241;633384;372725.34854771785;1712;241;241;1.45 (+- 0.49);1.5;1.5;2
4;forum_vis>forum_vis>assignment_vis>assignment_sub;418;633732;364526.2200956938;7362;418;418;1.43 (+- 0.48);1.5;1.5;2
4;forum_vis>forum_vis>assignment_vis>assignment_try;352;633732;364955.5397727273;4772;352;352;1.45 (+- 0.47);1.5;1.5;2
4;forum_vis>forum_vis>assignment_vis>assignment_vis;245;633732;395247.7510204082;1216;245;245;1.45 (+- 0.47);1.5;1.5;2
4;forum_vis>forum_vis>resource_vis>assignment_vis;249;632823;384012.5542168675;1602;249;249;1.44 (+- 0.49);1.5;1.5;2
4;forum_vis>forum_vis>resource_vis>assignment_try;194;632059;387441.6701030928;774;194;194;1.47 (+- 0.49);1.5;1.5;2
4;forum_vis>forum_vis>resource_vis>assignment_sub;251;632823;383503.6573705179;1609;251;251;1.43 (+- 0.50);1.5;1.5;2
4;forum_vis>forum_vis>assignment_try>assignment_sub;353;633732;365400.54674220964;4777;353;353;1.45 (+- 0.47);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>assignment_vis;214;633469;356819.9953271028;1882;214;214;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>assignment_sub;214;633469;356819.9953271028;1882;214;214;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>assignment_try;195;633469;359028.5282051282;1464;195;195;1.46 (+- 0.47);1.5;1.5;2
4;forum_vis>forum_participation>assignment_vis>assignment_sub;227;633732;359963.99559471366;1938;227;227;1.46 (+- 0.45);1.5;1.5;2
4;forum_vis>forum_participation>assignment_vis>assignment_try;206;633732;363505.1941747573;1506;206;206;1.46 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_participation>assignment_try>assignment_sub;206;633732;363505.1941747573;1506;206;206;1.46 (+- 0.46);1.5;1.5;2
4;forum_participation>forum_vis>assignment_vis>assignment_sub;214;633469;356819.9953271028;1709;214;214;1.45 (+- 0.46);1.5;1.5;2
4;forum_participation>forum_vis>assignment_vis>assignment_try;195;633469;359028.5282051282;1464;195;195;1.46 (+- 0.47);1.5;1.5;2
4;forum_participation>forum_vis>assignment_try>assignment_sub;195;633469;359028.5282051282;1464;195;195;1.46 (+- 0.47);1.5;1.5;2
4;forum_participation>assignment_vis>assignment_try>assignment_sub;206;633732;363505.1941747573;1506;206;206;1.46 (+- 0.46);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_try;328;633747;407720.6341463415;656;328;328;1.38 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;516;633768;384775.8934108527;3613;516;516;1.39 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>assignment_vis>resource_vis;168;633768;460860.3154761905;336;168;168;1.37 (+- 0.56);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis;252;633768;420474.64285714284;504;252;252;1.40 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>assignment_try>assignment_sub;338;633747;403246.02366863907;666;338;338;1.37 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>resource_vis>assignment_vis;189;633768;463327.5978835979;378;189;189;1.38 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;197;633768;455442.27918781724;554;197;197;1.38 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>forum_vis>assignment_vis;201;633123;422820.65174129355;402;201;201;1.42 (+- 0.50);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>forum_vis>assignment_sub;204;633123;418320.7450980392;405;204;204;1.41 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>assignment_try>assignment_sub;492;633822;373532.39430894307;2533;492;492;1.40 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>assignment_try>assignment_vis;228;633822;404451.8640350877;456;228;228;1.39 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;402;633843;406342.46766169154;2740;402;402;1.39 (+- 0.52);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_try;215;633822;437111.9441860465;430;215;215;1.38 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis;194;633822;464007.5051546392;388;194;194;1.41 (+- 0.50);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis;254;633768;458419.75196850393;868;254;254;1.34 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;271;633768;451469.59040590405;1068;271;271;1.35 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>forum_vis>assignment_vis;184;633575;445556.2554347826;368;184;184;1.37 (+- 0.52);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>forum_vis>assignment_sub;185;633575;444965.5837837838;369;185;185;1.36 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>assignment_sub>assignment_vis;185;633747;368897.67027027026;714;185;185;1.33 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>assignment_sub>assignment_try;172;633747;367692.47093023255;688;172;172;1.34 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>assignment_sub>assignment_sub;185;633747;368897.67027027026;714;185;185;1.33 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>resource_vis>assignment_vis;296;633768;402638.41891891893;952;296;296;1.34 (+- 0.52);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>resource_vis>assignment_sub;323;633768;392219.6408668731;994;323;323;1.34 (+- 0.52);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>assignment_vis>assignment_sub;773;633918;321389.86287192756;3723;773;773;1.40 (+- 0.50);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>assignment_vis>assignment_try;258;633822;382967.9418604651;860;258;258;1.37 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>assignment_vis>assignment_vis;264;633843;411203.82954545453;888;264;264;1.37 (+- 0.52);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>assignment_vis>resource_vis;195;633768;453572.0564102564;750;195;195;1.34 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>assignment_try>assignment_sub;258;633822;382967.9418604651;860;258;258;1.37 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>forum_vis>assignment_vis;173;633575;431174.0520231214;346;173;173;1.36 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_try>forum_vis>assignment_sub;177;633575;425156.6440677966;350;177;177;1.34 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_sub>assignment_vis>assignment_try;189;633747;366839.41798941797;722;189;189;1.34 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_sub>assignment_vis>assignment_sub;202;633747;367998.0891089109;748;202;202;1.34 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_sub>assignment_try>assignment_sub;189;633747;366839.41798941797;722;189;189;1.34 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>forum_vis>assignment_vis;181;632743;438996.67955801106;362;181;181;1.41 (+- 0.49);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;182;632743;438432.3131868132;363;182;182;1.40 (+- 0.50);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>assignment_vis>assignment_sub;341;633761;404105.2991202346;2087;341;341;1.41 (+- 0.50);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>assignment_vis>assignment_try;233;633570;414968.0815450644;466;233;233;1.42 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>assignment_vis>assignment_vis;188;633575;446565.5159574468;376;188;188;1.41 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>resource_vis>assignment_vis;192;632929;439916.3229166667;384;192;192;1.41 (+- 0.50);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>resource_vis>assignment_sub;196;632929;434934.306122449;388;196;196;1.40 (+- 0.50);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>assignment_try>assignment_sub;236;633570;411929.6271186441;469;236;236;1.41 (+- 0.52);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>assignment_try>assignment_sub;467;633747;382251.4903640257;1874;467;467;1.41 (+- 0.52);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>assignment_try>assignment_vis;206;633580;391278.1990291262;412;206;206;1.39 (+- 0.51);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>resource_vis>assignment_vis;194;633768;441732.9639175258;388;194;194;1.38 (+- 0.54);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;205;633768;439358.68780487805;567;205;205;1.37 (+- 0.55);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;317;633768;404905.93375394325;1172;317;317;1.41 (+- 0.50);1.5;1.5;2
5;resource_vis>resource_vis>assignment_try>assignment_vis>assignment_sub;208;633580;390875.3028846154;414;208;208;1.39 (+- 0.51);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;239;633768;435414.37238493725;622;239;239;1.40 (+- 0.52);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>assignment_vis>assignment_sub;276;633123;401980.10869565216;1070;276;276;1.45 (+- 0.49);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>assignment_vis>assignment_try;201;632108;405464.10945273633;746;201;201;1.47 (+- 0.49);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>assignment_try>assignment_sub;201;632108;405464.10945273633;746;201;201;1.47 (+- 0.49);1.5;1.5;2
5;resource_vis>assignment_try>assignment_sub>assignment_vis>assignment_try;176;633747;361948.35795454547;696;176;176;1.34 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_try>assignment_sub>assignment_vis>assignment_sub;189;633747;363523.14814814815;722;189;189;1.34 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_try>assignment_sub>assignment_try>assignment_sub;176;633747;361948.35795454547;696;176;176;1.34 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_try>resource_vis>assignment_vis>assignment_sub;298;633768;401812.8489932886;955;298;298;1.34 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_try>assignment_vis>assignment_try>assignment_sub;263;633822;377526.3269961977;869;263;263;1.37 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub;264;633843;411203.82954545453;889;264;264;1.37 (+- 0.52);1.5;1.5;2
5;resource_vis>assignment_try>assignment_vis>resource_vis>assignment_vis;181;633768;462833.24861878454;722;181;181;1.33 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_try>assignment_vis>resource_vis>assignment_sub;196;633768;453584.5969387755;752;196;196;1.34 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_try>forum_vis>assignment_vis>assignment_sub;173;633575;431174.0520231214;346;173;173;1.36 (+- 0.53);1.5;1.5;2
5;resource_vis>assignment_sub>assignment_vis>assignment_try>assignment_sub;198;633747;358255.6767676768;735;198;198;1.35 (+- 0.54);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>assignment_vis>assignment_try;301;632315;379706.5049833887;946;301;301;1.45 (+- 0.49);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>assignment_vis>assignment_vis;203;632823;411807.5320197044;406;203;203;1.45 (+- 0.47);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;377;632929;377426.599469496;2218;377;377;1.44 (+- 0.49);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>assignment_try>assignment_sub;303;632315;378386.7194719472;948;303;303;1.44 (+- 0.49);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>resource_vis>assignment_sub;170;632059;435571.41764705884;170;170;170;1.43 (+- 0.51);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>forum_vis>assignment_vis;220;632743;407496.54545454547;784;220;220;1.48 (+- 0.48);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>forum_vis>assignment_sub;222;632743;405343.0945945946;786;222;222;1.46 (+- 0.49);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>forum_vis>assignment_try;172;631974;401154.75;688;172;172;1.50 (+- 0.48);1.5;1.5;2
5;resource_vis>forum_vis>assignment_vis>assignment_try>assignment_vis;237;633918;393755.0253164557;474;237;237;1.44 (+- 0.44);1.5;1.5;2
5;resource_vis>forum_vis>assignment_vis>assignment_try>assignment_sub;524;633918;356683.43129770993;3316;524;524;1.44 (+- 0.48);1.5;1.5;2
5;resource_vis>forum_vis>assignment_vis>resource_vis>assignment_vis;204;632823;413928.75980392157;408;204;204;1.43 (+- 0.50);1.5;1.5;2
5;resource_vis>forum_vis>assignment_vis>resource_vis>assignment_sub;217;632823;408712.5069124424;421;217;217;1.42 (+- 0.51);1.5;1.5;2
