sequence_size;sequence;total;total_time_span;avg_time_span;i_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
4;forum_vis>forum_vis>assignment_vis>resource_vis;175;632814;407000.6914285714;350;175;175;1.44 (+- 0.50);1.5;1.5;2
4;forum_vis>forum_vis>assignment_vis>forum_vis;179;633536;422189.2011173184;358;179;179;1.43 (+- 0.48);1.5;1.5;2
4;forum_vis>forum_vis>assignment_vis>assignment_sub;294;633732;391360.3911564626;2235;294;294;1.42 (+- 0.49);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>forum_vis;187;632689;362451.128342246;1756;187;187;1.45 (+- 0.45);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>assignment_sub;214;633469;356814.0794392523;2384;214;214;1.45 (+- 0.46);1.5;1.5;2
4;forum_participation>forum_vis>forum_vis>forum_vis;173;632689;359850.21965317917;1030;173;173;1.44 (+- 0.46);1.5;1.5;2
4;forum_participation>forum_vis>forum_vis>assignment_sub;187;632689;362451.128342246;1238;187;187;1.45 (+- 0.45);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;262;633768;414031.98854961834;432;262;262;1.36 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;228;633768;446594.16228070174;228;228;228;1.38 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>resource_vis>forum_vis>assignment_sub;178;633104;435303.1629213483;178;178;178;1.43 (+- 0.50);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;250;633822;461913.264;250;250;250;1.37 (+- 0.54);1.5;1.5;2
5;resource_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;248;633747;462475.66532258067;248;248;248;1.38 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>forum_vis>forum_vis;195;632920;438780.37435897434;390;195;195;1.46 (+- 0.47);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;231;632920;428491.77056277054;594;231;231;1.43 (+- 0.48);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>assignment_vis>assignment_sub;167;633761;455353.26946107787;167;167;167;1.38 (+- 0.52);1.5;1.5;2
5;resource_vis>assignment_vis>forum_vis>resource_vis>assignment_sub;173;632920;447745.5028901734;173;173;173;1.40 (+- 0.51);1.5;1.5;2
5;resource_vis>resource_vis>assignment_try>resource_vis>assignment_sub;170;633768;398259.5176470588;170;170;170;1.35 (+- 0.50);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;307;633859;406235.3973941368;870;307;307;1.38 (+- 0.54);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>assignment_vis>assignment_vis;178;633859;456959.5056179775;356;178;178;1.37 (+- 0.56);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>assignment_vis>resource_vis;177;633768;428551.92090395483;354;177;177;1.36 (+- 0.55);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>assignment_try>assignment_sub;237;633768;384617.23206751054;237;237;237;1.36 (+- 0.52);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>forum_vis>forum_vis;249;632734;401637.2730923695;1314;249;249;1.44 (+- 0.47);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>forum_vis>assignment_sub;313;633104;385163.34185303515;1342;313;313;1.40 (+- 0.50);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>forum_vis>resource_vis;170;632121;423253.8647058823;340;170;170;1.42 (+- 0.51);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>resource_vis>forum_vis;202;632734;414144.3118811881;404;202;202;1.40 (+- 0.51);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>resource_vis>assignment_sub;422;633768;381895.3507109005;2366;422;422;1.37 (+- 0.53);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>resource_vis>resource_vis;284;633768;399773.97535211267;948;284;284;1.34 (+- 0.55);1.5;1.5;2
5;resource_vis>resource_vis>resource_vis>resource_vis>assignment_vis;208;633768;419460.5673076923;416;208;208;1.36 (+- 0.55);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>forum_vis>forum_vis;168;632734;446075.7380952381;336;168;168;1.41 (+- 0.49);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>forum_vis>assignment_sub;210;633104;430303.86666666664;378;210;210;1.40 (+- 0.51);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;264;633934;443205.8522727273;442;264;264;1.37 (+- 0.53);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;280;633768;424912.8892857143;627;280;280;1.37 (+- 0.53);1.5;1.5;2
5;resource_vis>resource_vis>assignment_vis>resource_vis>resource_vis;170;633768;441830.11176470586;340;170;170;1.34 (+- 0.55);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis;304;633077;399231.4605263158;3090;304;304;1.47 (+- 0.47);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>forum_vis>assignment_sub;356;633077;388123.2752808989;3045;356;356;1.46 (+- 0.47);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>forum_vis>resource_vis;196;632729;420240.5714285714;392;196;196;1.47 (+- 0.47);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>forum_vis>assignment_vis;176;633077;436825.4375;352;176;176;1.45 (+- 0.49);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>resource_vis>assignment_sub;259;632729;395321.9382239382;793;259;259;1.46 (+- 0.48);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>resource_vis>resource_vis;168;632729;422735.0654761905;336;168;168;1.41 (+- 0.50);1.5;1.5;2
5;resource_vis>resource_vis>forum_vis>assignment_vis>assignment_sub;230;633077;428462.4043478261;406;230;230;1.42 (+- 0.51);1.5;1.5;2
5;resource_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub;168;633918;439158.5119047619;168;168;168;1.34 (+- 0.52);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>resource_vis>assignment_sub;263;632814;404594.6844106464;789;263;263;1.42 (+- 0.51);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>resource_vis>resource_vis;173;632734;411099.65895953757;346;173;173;1.43 (+- 0.51);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;195;632920;414673.56923076924;195;195;195;1.44 (+- 0.53);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>forum_vis>forum_vis;181;632734;417239.41988950275;362;181;181;1.48 (+- 0.46);1.5;1.5;2
5;resource_vis>forum_vis>resource_vis>forum_vis>assignment_sub;222;632734;405342.2927927928;575;222;222;1.46 (+- 0.49);1.5;1.5;2
5;resource_vis>forum_vis>assignment_vis>forum_vis>assignment_sub;188;632734;421914.35638297873;188;188;188;1.44 (+- 0.48);1.5;1.5;2
5;resource_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;186;633918;440319.67204301077;186;186;186;1.37 (+- 0.54);1.5;1.5;2
5;resource_vis>forum_vis>assignment_vis>resource_vis>assignment_sub;185;632814;423719.5351351351;185;185;185;1.42 (+- 0.52);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>forum_vis>forum_participation;182;633077;383914.28571428574;1038;182;182;1.46 (+- 0.46);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis;348;632920;386534.0402298851;6494;348;348;1.45 (+- 0.47);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;404;633077;377233.2896039604;5888;404;404;1.45 (+- 0.47);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>forum_vis>resource_vis;218;632920;412361.0504587156;800;218;218;1.46 (+- 0.47);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>forum_vis>assignment_vis;196;633077;428762.94897959183;392;196;196;1.44 (+- 0.51);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>forum_participation>forum_vis;183;632814;383552.0218579235;704;183;183;1.46 (+- 0.47);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>forum_participation>assignment_sub;196;633077;387306.0051020408;898;196;196;1.46 (+- 0.46);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>resource_vis>resource_vis;185;632814;416600.9945945946;370;185;185;1.43 (+- 0.48);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>resource_vis>forum_vis;172;632734;420817.9418604651;344;172;172;1.47 (+- 0.47);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>resource_vis>assignment_sub;280;632920;400300.6142857143;1233;280;280;1.44 (+- 0.48);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>assignment_try>assignment_sub;167;633077;398611.7005988024;167;167;167;1.44 (+- 0.45);1.5;1.5;2
5;resource_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;236;633077;419317.76271186443;608;236;236;1.44 (+- 0.50);1.5;1.5;2
5;resource_vis>forum_vis>forum_participation>forum_vis>assignment_sub;188;632814;381652.5106382979;540;188;188;1.46 (+- 0.46);1.5;1.5;2
5;assignment_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;229;633768;425950.1528384279;229;229;229;1.35 (+- 0.52);1.5;1.5;2
5;assignment_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;219;633768;431668.1095890411;219;219;219;1.37 (+- 0.52);1.5;1.5;2
5;assignment_vis>resource_vis>resource_vis>assignment_try>assignment_sub;174;633768;385678.6896551724;174;174;174;1.39 (+- 0.50);1.5;1.5;2
5;assignment_vis>resource_vis>resource_vis>resource_vis>assignment_sub;306;633768;380634.5751633987;508;306;306;1.30 (+- 0.55);1.5;1.5;2
5;assignment_vis>resource_vis>resource_vis>resource_vis>resource_vis;202;633768;405936.8366336634;404;202;202;1.29 (+- 0.55);1.5;1.5;2
5;assignment_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;253;633832;423314.52173913043;253;253;253;1.35 (+- 0.53);1.5;1.5;2
5;assignment_vis>resource_vis>resource_vis>forum_vis>assignment_sub;202;632734;405654.6881188119;202;202;202;1.39 (+- 0.52);1.5;1.5;2
5;assignment_vis>resource_vis>forum_vis>forum_vis>forum_vis;179;632814;423461.10614525137;358;179;179;1.45 (+- 0.49);1.5;1.5;2
5;assignment_vis>resource_vis>forum_vis>forum_vis>assignment_sub;222;632814;410687.02252252254;401;222;222;1.43 (+- 0.49);1.5;1.5;2
5;assignment_vis>resource_vis>forum_vis>resource_vis>assignment_sub;174;632814;413993.8218390805;174;174;174;1.40 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;253;633822;451114.9881422925;253;253;253;1.32 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;247;633747;453586.05263157893;247;247;247;1.34 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;265;633832;401659.1509433962;265;265;265;1.31 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;228;633832;441795.7456140351;228;228;228;1.34 (+- 0.56);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>forum_vis>assignment_sub;171;632729;431520.2748538012;171;171;171;1.39 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;199;633389;417665.08040201006;199;199;199;1.38 (+- 0.49);1.5;1.5;2
5;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis;212;633569;414741.12735849054;782;212;212;1.43 (+- 0.47);1.5;1.5;2
5;assignment_vis>forum_vis>forum_vis>forum_vis>assignment_sub;260;633575;411672.51923076925;1025;260;260;1.43 (+- 0.48);1.5;1.5;2
5;assignment_vis>forum_vis>forum_vis>resource_vis>assignment_sub;198;633569;416345.0505050505;198;198;198;1.40 (+- 0.50);1.5;1.5;2
5;assignment_vis>forum_vis>resource_vis>resource_vis>assignment_sub;168;633463;418279.4880952381;168;168;168;1.32 (+- 0.55);1.5;1.5;2
5;forum_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;185;633077;427205.76216216217;185;185;185;1.42 (+- 0.52);1.5;1.5;2
5;forum_vis>resource_vis>resource_vis>forum_vis>forum_vis;174;633077;417919.2471264368;348;174;174;1.48 (+- 0.45);1.5;1.5;2
5;forum_vis>resource_vis>resource_vis>forum_vis>assignment_sub;211;633077;397432.327014218;385;211;211;1.45 (+- 0.48);1.5;1.5;2
5;forum_vis>resource_vis>resource_vis>resource_vis>assignment_sub;232;632750;395059.7586206897;577;232;232;1.41 (+- 0.50);1.5;1.5;2
5;forum_vis>resource_vis>forum_vis>forum_vis>forum_vis;208;633077;411948.73076923075;776;208;208;1.50 (+- 0.44);1.5;1.5;2
5;forum_vis>resource_vis>forum_vis>forum_vis>assignment_sub;235;633077;407529.7489361702;1165;235;235;1.47 (+- 0.46);1.5;1.5;2
5;forum_vis>resource_vis>forum_vis>resource_vis>assignment_sub;180;632729;418799.26666666666;180;180;180;1.46 (+- 0.50);1.5;1.5;2
5;forum_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;179;633389;437601.72067039105;179;179;179;1.40 (+- 0.49);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_participation>forum_vis;194;632729;359173.91752577317;1764;194;194;1.45 (+- 0.46);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;209;633732;361164.2631578947;1991;209;209;1.45 (+- 0.46);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;352;633732;368559.19886363635;10934;352;352;1.47 (+- 0.45);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_vis>forum_participation;194;633732;365715.05670103093;2138;194;194;1.45 (+- 0.45);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;411;633732;363249.74452554743;9157;411;411;1.45 (+- 0.46);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_vis>assignment_vis;201;633077;407027.5223880597;756;201;201;1.45 (+- 0.48);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>forum_vis>resource_vis;237;633569;388030.0548523207;1592;237;237;1.46 (+- 0.45);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>resource_vis>resource_vis;204;633463;400392.93137254904;408;204;204;1.47 (+- 0.47);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>resource_vis>forum_vis;181;632734;408557.78453038674;362;181;181;1.51 (+- 0.45);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>resource_vis>assignment_sub;290;633569;380488.06551724137;1689;290;290;1.46 (+- 0.47);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>assignment_try>assignment_sub;171;633077;393586.30409356725;171;171;171;1.45 (+- 0.45);1.5;1.5;2
5;forum_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;240;633077;401324.00416666665;814;240;240;1.43 (+- 0.50);1.5;1.5;2
5;forum_vis>forum_vis>forum_participation>forum_vis>forum_vis;181;632034;367721.23756906076;1036;181;181;1.45 (+- 0.46);1.5;1.5;2
5;forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;207;632814;360915.06763285026;1622;207;207;1.45 (+- 0.46);1.5;1.5;2
5;forum_vis>forum_vis>resource_vis>resource_vis>resource_vis;172;632750;401448.5988372093;344;172;172;1.46 (+- 0.48);1.5;1.5;2
5;forum_vis>forum_vis>resource_vis>resource_vis>assignment_sub;254;633726;391841.5905511811;815;254;254;1.43 (+- 0.48);1.5;1.5;2
5;forum_vis>forum_vis>resource_vis>assignment_vis>assignment_sub;187;633077;406143.3475935829;187;187;187;1.45 (+- 0.50);1.5;1.5;2
5;forum_vis>forum_vis>resource_vis>forum_vis>assignment_sub;226;633077;395288.0442477876;766;226;226;1.46 (+- 0.47);1.5;1.5;2
5;forum_vis>forum_vis>resource_vis>forum_vis>forum_vis;187;633077;414249.83422459895;374;187;187;1.49 (+- 0.45);1.5;1.5;2
5;forum_vis>forum_vis>assignment_vis>assignment_vis>assignment_sub;174;633732;428075.7471264368;174;174;174;1.40 (+- 0.52);1.5;1.5;2
5;forum_vis>forum_vis>assignment_vis>resource_vis>assignment_sub;175;632814;407000.6914285714;175;175;175;1.44 (+- 0.50);1.5;1.5;2
5;forum_vis>forum_vis>assignment_vis>forum_vis>assignment_sub;179;633536;422189.2011173184;179;179;179;1.43 (+- 0.48);1.5;1.5;2
5;forum_vis>forum_participation>forum_vis>forum_vis>forum_vis;173;632689;359850.21965317917;684;173;173;1.44 (+- 0.46);1.5;1.5;2
5;forum_vis>forum_participation>forum_vis>forum_vis>assignment_sub;187;632689;362451.128342246;878;187;187;1.45 (+- 0.45);1.5;1.5;2
5;forum_participation>forum_vis>forum_vis>forum_vis>assignment_sub;173;632689;359850.21965317917;515;173;173;1.44 (+- 0.46);1.5;1.5;2
6;resource_vis>assignment_vis>forum_vis>forum_vis>forum_vis>assignment_sub;195;632920;438780.37435897434;195;195;195;1.46 (+- 0.47);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>assignment_vis>assignment_vis>assignment_sub;178;633859;456959.5056179775;178;178;178;1.37 (+- 0.56);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>assignment_vis>resource_vis>assignment_sub;177;633768;428551.92090395483;177;177;177;1.36 (+- 0.55);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>forum_vis>forum_vis>forum_vis;219;632729;409683.2648401827;816;219;219;1.45 (+- 0.48);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>forum_vis>forum_vis>assignment_sub;249;632734;401637.2730923695;657;249;249;1.44 (+- 0.47);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>forum_vis>resource_vis>assignment_sub;170;632121;423253.8647058823;170;170;170;1.42 (+- 0.51);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>resource_vis>forum_vis>assignment_sub;202;632734;414144.3118811881;202;202;202;1.40 (+- 0.51);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>resource_vis>resource_vis>assignment_sub;284;633768;399773.97535211267;474;284;284;1.34 (+- 0.55);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>resource_vis>resource_vis>resource_vis;190;633768;416422.0947368421;380;190;190;1.33 (+- 0.56);1.5;1.5;2
6;resource_vis>resource_vis>resource_vis>resource_vis>assignment_vis>assignment_sub;208;633768;419460.5673076923;208;208;208;1.36 (+- 0.55);1.5;1.5;2
6;resource_vis>resource_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;168;632734;446075.7380952381;168;168;168;1.41 (+- 0.49);1.5;1.5;2
6;resource_vis>resource_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;170;633768;441830.11176470586;170;170;170;1.34 (+- 0.55);1.5;1.5;2
6;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis;255;632729;408789.86666666664;2044;255;255;1.47 (+- 0.47);1.5;1.5;2
6;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;304;633077;399231.4605263158;1545;304;304;1.47 (+- 0.47);1.5;1.5;2
6;resource_vis>resource_vis>forum_vis>forum_vis>resource_vis>assignment_sub;196;632729;420240.5714285714;196;196;196;1.47 (+- 0.47);1.5;1.5;2
6;resource_vis>resource_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;176;633077;436825.4375;176;176;176;1.45 (+- 0.49);1.5;1.5;2
6;resource_vis>resource_vis>forum_vis>resource_vis>resource_vis>assignment_sub;168;632729;422735.0654761905;168;168;168;1.41 (+- 0.50);1.5;1.5;2
6;resource_vis>forum_vis>resource_vis>resource_vis>resource_vis>assignment_sub;173;632734;411099.65895953757;173;173;173;1.43 (+- 0.51);1.5;1.5;2
6;resource_vis>forum_vis>resource_vis>forum_vis>forum_vis>assignment_sub;181;632734;417239.41988950275;181;181;181;1.48 (+- 0.46);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_vis>forum_participation>forum_vis;169;632729;379588.4201183432;338;169;169;1.45 (+- 0.47);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;182;633077;383914.28571428574;519;182;182;1.46 (+- 0.46);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;299;632920;389746.856187291;3512;299;299;1.48 (+- 0.46);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation;168;632729;388938.3511904762;336;168;168;1.46 (+- 0.46);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;348;632920;386534.0402298851;3247;348;348;1.45 (+- 0.47);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>resource_vis;182;632920;414556.989010989;364;182;182;1.45 (+- 0.47);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_vis>resource_vis>assignment_sub;218;632920;412361.0504587156;400;218;218;1.46 (+- 0.47);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;196;633077;428762.94897959183;196;196;196;1.44 (+- 0.51);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;183;632814;383552.0218579235;352;183;183;1.46 (+- 0.47);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>resource_vis>resource_vis>assignment_sub;185;632814;416600.9945945946;185;185;185;1.43 (+- 0.48);1.5;1.5;2
6;resource_vis>forum_vis>forum_vis>resource_vis>forum_vis>assignment_sub;172;632734;420817.9418604651;172;172;172;1.47 (+- 0.47);1.5;1.5;2
6;assignment_vis>resource_vis>resource_vis>resource_vis>resource_vis>assignment_sub;202;633768;405936.8366336634;202;202;202;1.29 (+- 0.55);1.5;1.5;2
6;assignment_vis>resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;179;632814;423461.10614525137;179;179;179;1.45 (+- 0.49);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;179;632920;413726.3463687151;358;179;179;1.43 (+- 0.46);1.5;1.5;2
6;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;212;633569;414741.12735849054;391;212;212;1.43 (+- 0.47);1.5;1.5;2
6;forum_vis>resource_vis>resource_vis>forum_vis>forum_vis>assignment_sub;174;633077;417919.2471264368;174;174;174;1.48 (+- 0.45);1.5;1.5;2
6;forum_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis;180;632729;421363.43888888886;360;180;180;1.51 (+- 0.44);1.5;1.5;2
6;forum_vis>resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;208;633077;411948.73076923075;388;208;208;1.50 (+- 0.44);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_participation>forum_vis>forum_vis;168;632034;364395.09523809527;336;168;168;1.44 (+- 0.45);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;194;632729;359173.91752577317;882;194;194;1.45 (+- 0.46);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;313;632734;373146.27156549523;6320;313;313;1.49 (+- 0.44);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation;184;633732;369709.10326086957;1056;184;184;1.46 (+- 0.46);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;352;633732;368559.19886363635;5467;352;352;1.47 (+- 0.45);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_vis;177;633077;412423.86440677964;354;177;177;1.45 (+- 0.46);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>resource_vis;205;632920;390511.3658536585;754;205;205;1.47 (+- 0.44);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>forum_participation>forum_vis;179;632729;362294.4413407821;702;179;179;1.45 (+- 0.46);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;194;633732;365715.05670103093;1069;194;194;1.45 (+- 0.45);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>assignment_vis>assignment_sub;201;633077;407027.5223880597;378;201;201;1.45 (+- 0.48);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>forum_vis>resource_vis>assignment_sub;237;633569;388030.0548523207;796;237;237;1.46 (+- 0.45);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>resource_vis>resource_vis>assignment_sub;204;633463;400392.93137254904;204;204;204;1.47 (+- 0.47);1.5;1.5;2
6;forum_vis>forum_vis>forum_vis>resource_vis>forum_vis>assignment_sub;181;632734;408557.78453038674;181;181;181;1.51 (+- 0.45);1.5;1.5;2
6;forum_vis>forum_vis>forum_participation>forum_vis>forum_vis>forum_vis;169;632034;365442.94674556213;338;169;169;1.44 (+- 0.46);1.5;1.5;2
6;forum_vis>forum_vis>forum_participation>forum_vis>forum_vis>assignment_sub;181;632034;367721.23756906076;518;181;181;1.45 (+- 0.46);1.5;1.5;2
6;forum_vis>forum_vis>resource_vis>resource_vis>resource_vis>assignment_sub;172;632750;401448.5988372093;172;172;172;1.46 (+- 0.48);1.5;1.5;2
6;forum_vis>forum_vis>resource_vis>forum_vis>forum_vis>assignment_sub;187;633077;414249.83422459895;187;187;187;1.49 (+- 0.45);1.5;1.5;2
6;forum_vis>forum_participation>forum_vis>forum_vis>forum_vis>assignment_sub;173;632689;359850.21965317917;342;173;173;1.44 (+- 0.46);1.5;1.5;2
7;resource_vis>resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis;189;632729;413510.5238095238;378;189;189;1.47 (+- 0.48);1.5;1.5;2
7;resource_vis>resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>assignment_sub;219;632729;409683.2648401827;408;219;219;1.45 (+- 0.48);1.5;1.5;2
7;resource_vis>resource_vis>resource_vis>resource_vis>resource_vis>resource_vis>assignment_sub;190;633768;416422.0947368421;190;190;190;1.33 (+- 0.56);1.5;1.5;2
7;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;215;632574;408510.7069767442;1156;215;215;1.50 (+- 0.44);1.5;1.5;2
7;resource_vis>resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;255;632729;408789.86666666664;1022;255;255;1.47 (+- 0.47);1.5;1.5;2
7;resource_vis>forum_vis>forum_vis>forum_vis>forum_participation>forum_vis>assignment_sub;169;632729;379588.4201183432;169;169;169;1.45 (+- 0.47);1.5;1.5;2
7;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis;262;632734;392787.53816793894;2484;262;262;1.49 (+- 0.45);1.5;1.5;2
7;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;299;632920;389746.856187291;1756;299;299;1.48 (+- 0.46);1.5;1.5;2
7;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_participation>assignment_sub;168;632729;388938.3511904762;168;168;168;1.46 (+- 0.46);1.5;1.5;2
7;resource_vis>forum_vis>forum_vis>forum_vis>forum_vis>resource_vis>assignment_sub;182;632920;414556.989010989;182;182;182;1.45 (+- 0.47);1.5;1.5;2
7;assignment_vis>forum_vis>forum_vis>forum_vis>forum_vis>forum_vis>assignment_sub;179;632920;413726.3463687151;179;179;179;1.43 (+- 0.46);1.5;1.5;2
