sequence_size;sequence;total;total_time_span;avg_time_span;i_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
4;forum_vis>resource_vis>forum_vis>resource_vis;180;632729;418799.26666666666;360;180;180;1.46 (+- 0.50);1.5;1.5;2
4;forum_vis>assignment_vis>forum_vis>forum_vis;179;633389;437601.72067039105;358;179;179;1.40 (+- 0.49);1.5;1.5;2
4;forum_vis>assignment_vis>forum_vis>assignment_sub;227;633536;409097.2202643172;773;227;227;1.41 (+- 0.49);1.5;1.5;2
4;forum_vis>assignment_vis>assignment_vis>assignment_sub;230;633918;417347.5565217391;590;230;230;1.35 (+- 0.54);1.5;1.5;2
4;forum_vis>assignment_vis>resource_vis>assignment_sub;237;632814;393701.417721519;597;237;237;1.40 (+- 0.52);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>forum_participation;209;633732;361164.2631578947;3982;209;209;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>forum_vis;411;633732;363249.74452554743;18314;411;411;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>assignment_sub;478;633732;358969.5230125523;15002;478;478;1.44 (+- 0.47);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>resource_vis;290;633569;380488.06551724137;3378;290;290;1.46 (+- 0.47);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>assignment_try;171;633077;393586.30409356725;342;171;171;1.45 (+- 0.45);1.5;1.5;2
4;forum_vis>forum_vis>forum_vis>assignment_vis;240;633077;401324.00416666665;1628;240;240;1.43 (+- 0.50);1.5;1.5;2
4;forum_vis>forum_vis>forum_participation>forum_vis;207;632814;360915.06763285026;3244;207;207;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_vis>forum_participation>assignment_sub;222;633732;362671.2162162162;3149;222;222;1.45 (+- 0.46);1.5;1.5;2
4;forum_vis>forum_vis>resource_vis>resource_vis;254;633726;391841.5905511811;1630;254;254;1.43 (+- 0.48);1.5;1.5;2
4;forum_vis>forum_vis>resource_vis>assignment_vis;187;633077;406143.3475935829;374;187;187;1.45 (+- 0.50);1.5;1.5;2
4;forum_vis>forum_vis>resource_vis>forum_vis;226;633077;395288.0442477876;1532;226;226;1.46 (+- 0.47);1.5;1.5;2
4;forum_vis>forum_vis>resource_vis>assignment_sub;380;633726;365316.1394736842;4481;380;380;1.43 (+- 0.49);1.5;1.5;2
4;forum_vis>forum_vis>assignment_try>assignment_sub;211;633077;378631.44549763034;549;211;211;1.44 (+- 0.45);1.5;1.5;2
4;forum_vis>forum_vis>assignment_vis>assignment_vis;174;633732;428075.7471264368;348;174;174;1.40 (+- 0.52);1.5;1.5;2
