sequence_size;sequence;total;total_time_span;avg_time_span;i_support;f_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
4;forum_vis>assignment_sub>assignment_vis>assignment_vis;224;690526;547188.1785714285;1116;6;224;224;1.30 (+- 0.53);1.5;1.5;2
4;forum_vis>assignment_sub>assignment_vis>forum_vis;172;690203;529945.0697674418;344;2;172;172;1.31 (+- 0.52);1.5;1.5;2
4;forum_vis>assignment_sub>forum_vis>forum_vis;174;690137;525745.7816091954;348;2;174;174;1.34 (+- 0.51);1.5;1.5;2
4;forum_vis>assignment_sub>forum_vis>assignment_sub;198;690203;526136.696969697;709;4;198;198;1.32 (+- 0.51);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>forum_vis;213;690266;486411.25821596244;7514;42;213;213;1.30 (+- 0.52);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>assignment_sub;248;690266;467039.7983870968;8053;44;248;248;1.28 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>assignment_vis;182;690238;495252.04395604396;1050;6;182;182;1.32 (+- 0.51);1.5;1.5;2
4;forum_vis>forum_participation>forum_vis>forum_participation;178;690266;491576.90449438203;2368;14;178;178;1.29 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_participation>assignment_vis>assignment_sub;198;690238;500504.00505050505;1263;7;198;198;1.33 (+- 0.50);1.5;1.5;2
4;forum_vis>forum_participation>forum_participation>forum_vis;170;690208;493509.03529411764;1000;6;170;170;1.30 (+- 0.53);1.5;1.5;2
4;forum_vis>forum_participation>forum_participation>assignment_sub;180;690266;492178.22777777776;2038;12;180;180;1.29 (+- 0.53);1.5;1.5;2
4;forum_vis>assignment_try>assignment_vis>assignment_sub;192;690554;517669.5833333333;192;1;192;192;1.32 (+- 0.52);1.5;1.5;2
4;forum_participation>forum_vis>forum_vis>assignment_sub;214;690266;486969.2990654206;5377;30;214;214;1.29 (+- 0.52);1.5;1.5;2
4;forum_participation>forum_vis>forum_vis>forum_vis;199;690266;500475.97487437184;5660;32;199;199;1.28 (+- 0.53);1.5;1.5;2
4;forum_participation>forum_vis>forum_vis>forum_participation;171;690266;503042.6608187134;1674;10;171;171;1.29 (+- 0.54);1.5;1.5;2
4;forum_participation>forum_vis>assignment_vis>assignment_sub;184;690238;496423.7554347826;709;4;184;184;1.32 (+- 0.50);1.5;1.5;2
4;forum_participation>forum_vis>forum_participation>forum_vis;168;690208;492887.7619047619;672;4;168;168;1.29 (+- 0.53);1.5;1.5;2
4;forum_participation>forum_vis>forum_participation>assignment_sub;178;690266;491576.90449438203;1867;11;178;178;1.29 (+- 0.53);1.5;1.5;2
4;forum_participation>forum_participation>forum_vis>assignment_sub;170;690208;493509.03529411764;838;5;170;170;1.30 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_vis>assignment_try;303;690282;570755.4620462046;1812;8;303;303;1.27 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_vis>assignment_sub;790;690584;545874.5962025316;15301;59;790;790;1.24 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_vis>assignment_vis;596;690561;553616.5671140939;12850;51;596;596;1.25 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_vis>resource_vis;295;690516;571044.3694915255;2202;10;295;295;1.25 (+- 0.50);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_vis>forum_vis;194;690506;573258.5670103093;388;2;194;194;1.23 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_try>assignment_sub;423;690282;559319.5224586289;2616;11;423;423;1.26 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_try>assignment_vis;241;690282;574075.531120332;814;4;241;241;1.27 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_sub>assignment_vis;383;690282;588785.044386423;2592;10;383;383;1.25 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>assignment_sub>assignment_sub;472;690282;588164.0360169491;3922;16;472;472;1.26 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>resource_vis>resource_vis;180;690516;572311.2333333333;360;2;180;180;1.23 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>resource_vis>assignment_vis;246;690528;575040.8739837399;1202;6;246;246;1.22 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>resource_vis>assignment_sub;406;690528;551793.7610837439;3181;14;406;406;1.25 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>forum_vis>assignment_vis;183;690506;568790.7103825137;366;2;183;183;1.26 (+- 0.51);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>forum_vis>assignment_sub;277;690506;554560.0649819495;1221;6;277;277;1.27 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_vis>forum_vis>forum_vis;207;690438;563787.4299516908;762;4;207;207;1.29 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_try>assignment_sub>assignment_vis;201;690282;592949.9203980099;402;2;201;201;1.25 (+- 0.51);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_try>assignment_sub>assignment_sub;248;690282;592230.3991935484;631;3;248;248;1.26 (+- 0.51);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_try>assignment_vis>assignment_sub;338;690503;560599.2366863905;1372;6;338;338;1.30 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_try>assignment_vis>assignment_vis;197;690276;571809.502538071;394;2;197;197;1.28 (+- 0.52);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_try>resource_vis>assignment_sub;191;690203;559815.6492146597;191;1;191;191;1.28 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_sub>assignment_vis>assignment_sub;496;690303;579530.2056451613;3046;12;496;496;1.26 (+- 0.51);1.5;1.5;2
5;assignment_sub>assignment_vis>assignment_sub>assignment_vis>assignment_vis;209;690237;584922.1483253589;418;2;209;209;1.28 (+- 0.51);1.5;1.5;2
5;assignment_sub>assignment_vis>forum_vis>forum_vis>assignment_vis;205;690438;563843.4390243902;758;4;205;205;1.30 (+- 0.49);1.5;1.5;2
5;assignment_sub>assignment_vis>forum_vis>forum_vis>forum_vis;256;690438;541411.484375;2368;12;256;256;1.30 (+- 0.50);1.5;1.5;2
5;assignment_sub>assignment_vis>forum_vis>forum_vis>assignment_sub;304;690438;529391.197368421;2124;10;304;304;1.30 (+- 0.50);1.5;1.5;2
5;assignment_sub>assignment_vis>forum_vis>assignment_vis>assignment_vis;194;690438;569746.1082474227;388;2;194;194;1.32 (+- 0.50);1.5;1.5;2
5;assignment_sub>assignment_vis>forum_vis>assignment_vis>assignment_sub;271;690506;555831.553505535;1210;6;271;271;1.29 (+- 0.49);1.5;1.5;2
5;assignment_sub>assignment_vis>forum_vis>assignment_sub>assignment_sub;167;690227;596939.622754491;167;1;167;167;1.30 (+- 0.47);1.5;1.5;2
5;assignment_sub>assignment_vis>resource_vis>resource_vis>assignment_sub;246;690516;559437.8739837399;589;3;246;246;1.18 (+- 0.54);1.0;1.5;2
5;assignment_sub>assignment_vis>resource_vis>assignment_vis>assignment_sub;330;690528;564180.5696969697;1734;8;330;330;1.22 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>resource_vis>assignment_vis>assignment_vis;201;690516;564355.1243781095;402;2;201;201;1.23 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_vis>resource_vis>assignment_sub>assignment_vis;192;690249;588731.5364583334;384;2;192;192;1.24 (+- 0.50);1.5;1.5;2
5;assignment_sub>assignment_vis>resource_vis>assignment_sub>assignment_sub;247;690249;587876.0445344129;629;3;247;247;1.25 (+- 0.51);1.5;1.5;2
5;assignment_sub>assignment_vis>resource_vis>assignment_try>assignment_sub;165;690237;562579.593939394;165;1;165;165;1.24 (+- 0.55);1.5;1.5;2
5;assignment_sub>assignment_try>assignment_sub>assignment_vis>assignment_sub;213;690282;594486.8497652583;414;2;213;213;1.24 (+- 0.50);1.5;1.5;2
5;assignment_sub>assignment_try>assignment_vis>assignment_vis>assignment_sub;222;690276;560117.7747747748;419;2;222;222;1.27 (+- 0.53);1.5;1.5;2
5;assignment_sub>assignment_sub>assignment_vis>assignment_vis>assignment_sub;218;690237;586270.4678899082;427;2;218;218;1.28 (+- 0.51);1.5;1.5;2
5;assignment_sub>forum_vis>assignment_vis>assignment_vis>assignment_sub;219;690438;572815.3059360731;584;3;219;219;1.34 (+- 0.50);1.5;1.5;2
5;assignment_sub>forum_vis>forum_vis>forum_vis>assignment_vis;198;690438;563844.3636363636;744;4;198;198;1.30 (+- 0.49);1.5;1.5;2
5;assignment_sub>forum_vis>forum_vis>forum_vis>forum_vis;241;690416;540629.0954356847;2740;14;241;241;1.29 (+- 0.51);1.5;1.5;2
5;assignment_sub>forum_vis>forum_vis>forum_vis>assignment_sub;290;690438;533444.0586206897;3044;15;290;290;1.30 (+- 0.51);1.5;1.5;2
5;assignment_sub>forum_vis>forum_vis>forum_vis>forum_participation;170;690266;532171.7235294117;340;2;170;170;1.29 (+- 0.51);1.5;1.5;2
5;assignment_sub>forum_vis>forum_vis>assignment_vis>assignment_vis;171;690438;585816.2573099416;342;2;171;171;1.33 (+- 0.49);1.5;1.5;2
5;assignment_sub>forum_vis>forum_vis>assignment_vis>assignment_sub;233;690438;563177.69527897;1147;6;233;233;1.31 (+- 0.49);1.5;1.5;2
5;assignment_sub>forum_vis>forum_vis>forum_participation>assignment_sub;182;690266;520752.76373626373;352;2;182;182;1.28 (+- 0.51);1.5;1.5;2
5;assignment_sub>forum_vis>forum_participation>forum_vis>assignment_sub;167;690266;521955.32934131735;167;1;167;167;1.29 (+- 0.51);1.5;1.5;2
5;assignment_sub>resource_vis>resource_vis>assignment_vis>assignment_sub;164;690506;567677.1768292683;164;1;164;164;1.19 (+- 0.53);1.0;1.5;2
5;assignment_sub>resource_vis>assignment_vis>assignment_vis>assignment_sub;218;690516;556384.7660550459;419;2;218;218;1.22 (+- 0.53);1.0;1.5;2
5;assignment_sub>resource_vis>assignment_sub>assignment_vis>assignment_sub;200;690249;588019.905;392;2;200;200;1.23 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_try>assignment_sub;580;690554;487332.69655172416;8586;36;580;580;1.25 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_try>assignment_vis;345;690554;521210.52173913043;3812;18;345;345;1.26 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_try>resource_vis;233;690319;500424.2017167382;824;4;233;233;1.23 (+- 0.56);1.5;1.0;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_sub>assignment_vis;664;690598;502159.3554216867;14106;56;664;664;1.27 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_sub>assignment_try;259;690497;522899.8918918919;1332;6;259;259;1.31 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_sub>assignment_sub;774;690598;495255.67054263566;15151;59;774;774;1.27 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_sub>resource_vis;198;690516;531768.2626262626;752;4;198;198;1.26 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_try;451;690540;504941.34811529936;7385;33;451;451;1.26 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_sub;1078;690598;461443.9591836735;45484;176;1078;1078;1.21 (+- 0.55);1.25;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>assignment_vis;833;690598;488276.75990396156;41092;160;833;833;1.24 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>resource_vis;494;690598;474687.32591093116;10430;46;494;494;1.21 (+- 0.54);1.25;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>assignment_vis>forum_vis;281;690598;509692.20640569396;2176;10;281;281;1.26 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_sub;622;690598;456709.41318327974;13368;57;622;622;1.20 (+- 0.55);1.0;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_vis;417;690598;491405.8321342926;7441;33;417;417;1.21 (+- 0.55);1.0;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>resource_vis>resource_vis;298;690598;501123.23825503356;2112;10;298;298;1.20 (+- 0.55);1.0;1.0;2
5;assignment_vis>assignment_vis>assignment_vis>resource_vis>forum_vis;173;690598;511308.9190751445;346;2;173;173;1.24 (+- 0.56);1.5;1.0;2
5;assignment_vis>assignment_vis>assignment_vis>resource_vis>assignment_try;227;690540;504404.577092511;820;4;227;227;1.24 (+- 0.56);1.5;1.0;2
5;assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_vis;267;690598;516167.9812734082;2124;10;267;267;1.27 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>forum_vis>assignment_sub;373;690598;489199.60589812335;4701;22;373;373;1.25 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>forum_vis>forum_vis;305;690598;496687.2983606557;3482;16;305;305;1.27 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_vis>forum_vis>resource_vis;168;690598;519655.99404761905;336;2;168;168;1.25 (+- 0.56);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_try>assignment_sub>assignment_vis;332;690554;538859.234939759;1834;8;332;332;1.25 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_try>assignment_sub>assignment_sub;392;690554;529099.75;2319;10;392;392;1.25 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_sub;476;690554;508585.75420168065;5014;22;476;476;1.25 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_try>assignment_vis>assignment_vis;316;690497;521530.0063291139;2918;14;316;316;1.27 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_try>assignment_vis>resource_vis;189;690451;525877.0423280423;378;2;189;189;1.25 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_try>assignment_try>assignment_sub;187;690451;543193.0427807487;187;1;187;187;1.28 (+- 0.51);1.5;1.0;2
5;assignment_vis>assignment_vis>assignment_try>resource_vis>assignment_vis;208;690540;519028.5048076923;416;2;208;208;1.21 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_try>resource_vis>assignment_sub;321;690540;486066.199376947;1296;6;321;321;1.21 (+- 0.56);1.0;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_try;307;690503;517290.8469055375;1442;6;307;307;1.32 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_sub;887;690598;486062.9943630214;15532;60;887;887;1.27 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_vis>assignment_vis;545;690584;515494.2752293578;9474;39;545;545;1.28 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_vis>forum_vis;188;690416;513180.6489361702;376;2;188;188;1.29 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_vis>resource_vis;262;690516;529801.8320610687;1274;6;262;262;1.26 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_try>assignment_sub;353;690503;510553.43059490086;1855;8;353;353;1.32 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_try>assignment_vis;167;690503;534970.0179640718;334;2;167;167;1.31 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_sub>assignment_vis;173;690282;586086.1098265896;684;4;173;173;1.27 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>assignment_sub>assignment_sub;216;690282;582381.9444444445;934;5;216;216;1.28 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>forum_vis>forum_vis;180;690416;499943.3611111111;360;2;180;180;1.34 (+- 0.49);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>forum_vis>assignment_sub;218;690416;502328.45871559635;586;3;218;218;1.31 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_vis>assignment_sub>resource_vis>assignment_sub;289;690516;522258.75432525954;1287;6;289;289;1.26 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_sub>assignment_vis;395;690540;491949.06329113926;4134;18;395;395;1.25 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_sub>assignment_sub;466;690540;481043.9592274678;4683;20;466;466;1.26 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_sub>resource_vis;163;690237;545455.6871165644;326;2;163;163;1.21 (+- 0.53);1.0;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_sub>assignment_try;168;690458;505836.08928571426;336;2;168;168;1.33 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_sub;531;690598;473189.1224105461;9527;41;531;531;1.21 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_vis;384;690598;499792.4947916667;5812;26;384;384;1.23 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_vis>resource_vis;238;690598;522625.0462184874;1174;6;238;238;1.21 (+- 0.54);1.25;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_vis>assignment_try;201;690540;507779.9303482587;402;2;201;201;1.30 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_vis;270;690598;526115.1222222223;1668;8;270;270;1.18 (+- 0.54);1.0;1.5;2
5;assignment_vis>assignment_vis>resource_vis>resource_vis>assignment_sub;390;690598;496639.8205128205;3592;17;390;390;1.20 (+- 0.54);1.0;1.5;2
5;assignment_vis>assignment_vis>resource_vis>resource_vis>resource_vis;202;690584;515134.6584158416;404;2;202;202;1.17 (+- 0.55);1.0;1.5;2
5;assignment_vis>assignment_vis>resource_vis>forum_vis>assignment_sub;224;690598;497928.2723214286;573;3;224;224;1.25 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>forum_vis>forum_vis;176;690598;502211.1647727273;352;2;176;176;1.28 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_try>assignment_sub;295;690540;490843.38305084745;1242;6;295;295;1.27 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>resource_vis>assignment_try>assignment_vis;168;690540;525301.6071428572;336;2;168;168;1.29 (+- 0.55);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_vis;269;690598;512727.28252788103;2920;14;269;269;1.28 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>forum_vis>resource_vis;174;690598;507101.6034482759;348;2;174;174;1.29 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>forum_vis>forum_vis;331;690598;487936.12990936555;7512;37;331;331;1.28 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>forum_vis>assignment_sub;387;690598;476959.83979328163;7856;38;387;387;1.28 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>forum_vis>forum_participation;191;690266;487577.8952879581;1060;6;191;191;1.28 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_vis;259;690598;538748.7953667954;2074;10;259;259;1.29 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>assignment_vis>forum_vis;177;690598;529982.6836158192;354;2;177;177;1.27 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>assignment_vis>assignment_sub;337;690598;504603.412462908;3668;17;337;337;1.27 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>resource_vis>assignment_sub;224;690598;501448.2901785714;566;3;224;224;1.25 (+- 0.54);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>assignment_sub>assignment_vis;207;690554;528082.7584541063;414;2;207;207;1.29 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>assignment_sub>assignment_sub;251;690554;528008.5737051793;999;5;251;251;1.29 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>forum_participation>forum_vis;174;690266;485139.367816092;686;4;174;174;1.29 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>forum_participation>assignment_sub;196;690266;484105.4387755102;900;5;196;196;1.28 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_vis>assignment_try>assignment_sub;205;690554;513832.5268292683;205;1;205;205;1.28 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_vis>forum_participation>forum_vis>assignment_sub;174;690266;485139.367816092;517;3;174;174;1.29 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_try;163;690451;539244.8834355829;326;2;163;163;1.32 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_sub;447;690554;518495.87472035794;2622;11;447;447;1.25 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_sub>assignment_vis>assignment_vis;285;690451;530090.6631578947;1346;6;285;285;1.29 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_sub>assignment_try>assignment_sub;190;690451;530950.2052631578;353;2;190;190;1.31 (+- 0.49);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_vis>assignment_try>assignment_sub;194;690451;540691.7525773196;357;2;194;194;1.32 (+- 0.49);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_vis>assignment_sub>assignment_sub;264;690497;544968.5416666666;860;4;264;264;1.30 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_vis>assignment_sub>assignment_vis;220;690497;552651.2181818181;440;2;220;220;1.30 (+- 0.49);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_sub;433;690497;513105.0207852194;4294;19;433;433;1.26 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_vis>assignment_vis>assignment_vis;335;690497;525298.7671641791;3104;14;335;335;1.28 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_vis>assignment_vis>resource_vis;173;689959;531222.6647398844;346;2;173;173;1.27 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_vis>resource_vis>assignment_vis;165;690209;540569.6121212121;330;2;165;165;1.23 (+- 0.46);1.5;1.5;2
5;assignment_vis>assignment_try>assignment_vis>resource_vis>assignment_sub;250;690451;512900.884;777;4;250;250;1.24 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_try>resource_vis>assignment_sub>assignment_sub;225;690540;514073.03555555554;579;3;225;225;1.24 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_try>resource_vis>assignment_sub>assignment_vis;188;690540;528822.9680851063;376;2;188;188;1.24 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_vis;191;690451;527476.162303665;382;2;191;191;1.24 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_try>resource_vis>assignment_vis>assignment_sub;274;690540;503160.7810218978;1026;5;274;274;1.22 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_try>resource_vis>resource_vis>assignment_sub;195;690407;500237.39487179485;195;1;195;195;1.26 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_try>assignment_sub;436;690540;515465.4105504587;2267;9;436;436;1.31 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_try>assignment_vis;229;690503;552904.017467249;458;2;229;229;1.29 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_sub>assignment_vis;290;690282;581185.5034482758;1760;8;290;290;1.26 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_sub>assignment_sub;352;690282;580740.2130681818;2277;10;352;352;1.28 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_sub;750;690598;517081.85466666665;13517;54;750;750;1.26 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_vis;559;690584;546178.747763864;11313;46;559;559;1.27 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_vis>resource_vis;278;690516;550859.417266187;2066;10;278;278;1.25 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_vis>forum_vis;186;690506;550765.7204301076;372;2;186;186;1.27 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>assignment_vis>assignment_try;294;690282;561904.0408163265;1406;6;294;294;1.26 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>forum_vis>forum_vis;224;690416;507381.92410714284;826;4;224;224;1.30 (+- 0.49);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>forum_vis>assignment_vis;183;690506;550612.3224043716;366;2;183;183;1.29 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>forum_vis>assignment_sub;278;690506;511666.6834532374;1248;6;278;278;1.28 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>resource_vis>resource_vis;163;690516;554930.8282208589;326;2;163;163;1.18 (+- 0.53);1.0;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>resource_vis>assignment_vis;220;690516;561380.8045454546;774;4;220;220;1.21 (+- 0.51);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_vis>resource_vis>assignment_sub;367;690516;528979.7247956403;2605;12;367;367;1.24 (+- 0.52);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_try>assignment_vis>assignment_sub;260;690503;545286.8192307692;656;3;260;260;1.28 (+- 0.53);1.5;1.5;2
5;assignment_vis>assignment_sub>assignment_sub>assignment_vis>assignment_sub;300;690282;580866.11;1353;6;300;300;1.26 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_sub>forum_vis>assignment_vis>assignment_sub;205;690506;541274.1414634146;554;3;205;205;1.32 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_sub>forum_vis>forum_vis>forum_vis;223;690416;516780.66367713007;1180;6;223;223;1.33 (+- 0.50);1.5;1.5;2
5;assignment_vis>assignment_sub>forum_vis>forum_vis>assignment_vis;166;690416;553408.843373494;332;2;166;166;1.32 (+- 0.49);1.5;1.5;2
5;assignment_vis>assignment_sub>forum_vis>forum_vis>assignment_sub;266;690416;500860.66541353386;1426;7;266;266;1.33 (+- 0.49);1.5;1.5;2
5;assignment_vis>assignment_sub>resource_vis>resource_vis>assignment_sub;178;690516;547262.7640449438;341;2;178;178;1.20 (+- 0.54);1.0;1.5;2
