sequence_size;sequence;total;total_time_span;avg_time_span;i_support;f_support;s_support;ids;grade_avg;grade_median;grade_mode;max_grade
4;resource_vis_START>assignment_sub_START>assignment_sub_END>assignment_sub_END;186;690249;605350.3440860215;2108;12;186;186;1.31 (+- 0.51);1.5;1.5;2
4;resource_vis_START>assignment_sub_START>assignment_try_END>assignment_sub_END;300;690305;595937.19;7901;38;300;300;1.23 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_sub_START>assignment_try_END>assignment_vis_END;220;690249;599223.8;3900;20;220;220;1.29 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_sub_START>resource_vis_END>assignment_vis_END;218;690249;596603.5733944954;2260;12;218;218;1.24 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_sub_START>resource_vis_END>assignment_try_END;162;690249;601557.7777777778;324;2;162;162;1.20 (+- 0.54);1.25;1.5;2
4;resource_vis_START>assignment_sub_START>resource_vis_END>assignment_sub_END;223;690249;596250.1121076234;2610;14;223;223;1.24 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_START>assignment_sub_START;434;690249;345454.5046082949;4559;21;434;434;1.10 (+- 0.63);1.0;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_START>assignment_vis_START;355;690249;435323.8281690141;4987;24;355;355;1.22 (+- 0.58);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_START>assignment_vis_END;289;690249;588122.5121107267;5772;28;289;289;1.26 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_START>assignment_sub_END;290;690249;587757.5931034483;5183;25;290;290;1.26 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_START>resource_vis_END;175;690249;593810.0742857143;696;4;175;175;1.25 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_START>assignment_try_END;215;690249;592220.0465116279;3104;16;215;215;1.25 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_sub_START>assignment_vis_START;394;690305;473661.2461928934;8028;37;394;394;1.26 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_sub_START>assignment_vis_END;346;690305;591816.8005780347;12014;57;346;346;1.25 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_sub_START>assignment_sub_END;346;690305;591816.8005780347;9853;46;346;346;1.25 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_sub_START>assignment_try_END;278;690305;595788.9424460431;6980;34;278;278;1.23 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_sub_START>resource_vis_END;210;690249;596146.8619047619;1898;10;210;210;1.23 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_START>assignment_sub_START;250;690048;331789.312;623;3;250;250;1.17 (+- 0.61);1.0;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_START>assignment_vis_START;220;690164;462916.9636363636;871;5;220;220;1.27 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_START>assignment_try_START;183;690157;363013.40983606555;183;1;183;183;1.24 (+- 0.56);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_START>assignment_vis_END;348;690305;588961.8304597702;12787;61;348;348;1.25 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_START>assignment_sub_END;348;690305;588961.8304597702;10606;50;348;348;1.25 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_START>assignment_try_END;270;690305;591225.737037037;6884;34;270;270;1.22 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_START>resource_vis_END;209;690249;593999.6076555024;1896;10;209;209;1.22 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_END>assignment_sub_END;459;690526;583073.4553376907;25418;120;459;459;1.24 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_END>assignment_try_END;363;690526;586317.6198347107;14567;71;363;363;1.23 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_END>resource_vis_END;200;690249;595795.615;1768;10;200;200;1.24 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_vis_END>assignment_vis_END;349;690470;589166.7249283667;15926;78;349;349;1.29 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_sub_END>assignment_vis_END;241;690470;593356.0331950207;5276;28;241;241;1.31 (+- 0.51);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_sub_END>assignment_try_END;170;690470;592770.9176470588;1360;8;170;170;1.30 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_sub_END>assignment_sub_END;241;690470;593356.0331950207;5276;28;241;241;1.31 (+- 0.51);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_END>assignment_sub_END;363;690526;586317.6198347107;13547;65;363;363;1.23 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_END>assignment_vis_END;268;690470;590317.1082089553;6508;32;268;268;1.28 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>assignment_try_END>assignment_try_END;164;690249;595358.2134146341;1312;8;164;164;1.30 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>resource_vis_END>assignment_vis_END;257;690470;589789.6147859922;4238;22;257;257;1.24 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_vis_START>resource_vis_END>assignment_try_END;186;690470;592680.4139784946;736;4;186;186;1.20 (+- 0.53);1.0;1.5;2
4;resource_vis_START>assignment_vis_START>resource_vis_END>assignment_sub_END;263;690470;589118.8631178708;4602;24;263;263;1.24 (+- 0.51);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START;293;690249;452053.1672354949;3635;18;293;293;1.26 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_END;244;690249;594163.7663934426;4028;20;244;244;1.25 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_sub_START>assignment_sub_END;244;690249;594163.7663934426;3668;18;244;244;1.25 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_sub_START>assignment_try_END;205;690249;595754.268292683;3012;16;205;205;1.25 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_START>assignment_vis_END;259;690249;589926.9768339768;5154;26;259;259;1.26 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_START>assignment_sub_END;259;690249;589926.9768339768;4758;24;259;259;1.26 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_START>assignment_sub_START;195;690230;303147.26666666666;381;2;195;195;1.17 (+- 0.60);1.0;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_START>resource_vis_END;165;690249;593825.3212121212;656;4;165;165;1.25 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_START>assignment_try_END;200;690249;591843.315;2972;16;200;200;1.25 (+- 0.56);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_END>assignment_sub_END;297;690249;588017.0404040404;6366;31;297;297;1.26 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_END>assignment_try_END;223;690249;591932.5784753363;3494;18;223;223;1.26 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_vis_END>assignment_vis_END;226;690249;592978.4867256638;2736;14;226;226;1.31 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_try_START>resource_vis_END>assignment_vis_END;180;690249;593687.9222222222;1032;6;180;180;1.26 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_try_START>resource_vis_END>assignment_sub_END;182;690249;593317.6648351648;1038;6;182;182;1.26 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_try_END>assignment_sub_END;223;690249;591932.5784753363;3494;18;223;223;1.26 (+- 0.55);1.5;1.5;2
4;resource_vis_START>assignment_try_START>assignment_try_END>assignment_vis_END;164;690249;595281.1890243902;656;4;164;164;1.30 (+- 0.53);1.5;1.5;2
4;resource_vis_START>forum_vis_START>assignment_vis_END>assignment_sub_END;164;690526;579145.3414634146;164;1;164;164;1.26 (+- 0.51);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_sub_END>assignment_vis_END;267;690470;590006.3258426966;5450;28;267;267;1.29 (+- 0.51);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_sub_END>assignment_try_END;189;690470;589719.0;2120;12;189;189;1.29 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_sub_END>assignment_sub_END;267;690470;590006.3258426966;5450;28;267;267;1.29 (+- 0.51);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_try_END>assignment_sub_END;404;690526;582459.6509900991;14625;71;404;404;1.21 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_try_END>assignment_vis_END;297;690470;587280.1818181818;6900;34;297;297;1.26 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_try_END>assignment_try_END;182;690249;592653.7472527473;2068;12;182;182;1.29 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_vis_END>assignment_try_END;253;690470;588639.8181818182;4916;26;253;253;1.23 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_vis_END>assignment_sub_END;389;690470;585124.763496144;14585;70;389;389;1.26 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>assignment_vis_END>assignment_vis_END;227;690451;594410.0396475771;2584;14;227;227;1.23 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>resource_vis_END>assignment_vis_END;212;690249;589179.9198113207;1502;8;212;212;1.22 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_vis_END>resource_vis_END>assignment_sub_END;218;690249;588387.4908256881;2014;11;218;218;1.21 (+- 0.54);1.5;1.5;2
4;resource_vis_START>assignment_sub_END>assignment_vis_END>assignment_try_END;189;690470;589719.0;2120;12;189;189;1.29 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_sub_END>assignment_vis_END>assignment_sub_END;267;690470;590006.3258426966;5450;28;267;267;1.29 (+- 0.51);1.5;1.5;2
4;resource_vis_START>assignment_sub_END>assignment_try_END>assignment_sub_END;189;690470;589719.0;2120;12;189;189;1.29 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_try_END>assignment_sub_END>assignment_vis_END;213;690249;591218.8779342723;2976;16;213;213;1.29 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_try_END>assignment_sub_END>assignment_try_END;171;690249;590961.3099415204;1368;8;171;171;1.29 (+- 0.53);1.5;1.5;2
4;resource_vis_START>assignment_try_END>assignment_sub_END>assignment_sub_END;213;690249;591218.8779342723;2976;16;213;213;1.29 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_try_END>assignment_vis_END>assignment_try_END;182;690249;592653.7472527473;2068;12;182;182;1.29 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_try_END>assignment_vis_END>assignment_sub_END;297;690470;587280.1818181818;6900;34;297;297;1.26 (+- 0.52);1.5;1.5;2
4;resource_vis_START>assignment_try_END>assignment_try_END>assignment_sub_END;182;690249;592653.7472527473;2068;12;182;182;1.29 (+- 0.52);1.5;1.5;2
4;resource_vis_START>resource_vis_END>assignment_vis_END>assignment_try_END;193;690470;587385.5388601036;750;4;193;193;1.19 (+- 0.53);1.0;1.5;2
4;resource_vis_START>resource_vis_END>assignment_vis_END>assignment_sub_END;280;690470;582726.2214285714;4109;21;280;280;1.22 (+- 0.53);1.5;1.5;2
4;resource_vis_START>resource_vis_END>assignment_vis_END>assignment_vis_END;176;690407;591999.3465909091;682;4;176;176;1.22 (+- 0.52);1.0;1.0;2
4;resource_vis_START>resource_vis_END>assignment_try_END>assignment_sub_END;197;690470;588171.8781725889;920;5;197;197;1.19 (+- 0.52);1.0;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_vis_START>assignment_vis_END;199;690584;582665.9698492462;398;2;199;199;1.30 (+- 0.54);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_vis_START>assignment_sub_END;199;690584;582665.9698492462;398;2;199;199;1.30 (+- 0.54);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_sub_START>assignment_vis_START;171;690305;504592.2046783626;171;1;171;171;1.30 (+- 0.51);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_sub_START>assignment_vis_END;162;690305;590515.438271605;324;2;162;162;1.28 (+- 0.56);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_sub_START>assignment_sub_END;162;690305;590515.438271605;324;2;162;162;1.28 (+- 0.56);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_try_START>assignment_sub_START;211;690203;377860.31279620854;211;1;211;211;1.20 (+- 0.61);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_try_START>assignment_vis_START;186;690424;473155.0215053763;186;1;186;186;1.30 (+- 0.56);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_try_START>assignment_vis_END;164;690438;584382.4146341464;328;2;164;164;1.34 (+- 0.56);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_try_START>assignment_sub_END;165;690438;583763.7090909091;329;2;165;165;1.34 (+- 0.56);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_vis_END>assignment_sub_END;282;690584;575415.4007092199;1803;9;282;282;1.29 (+- 0.53);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_vis_END>assignment_try_END;215;690584;577350.1023255814;760;4;215;215;1.29 (+- 0.53);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_vis_END>assignment_vis_END;221;690482;584156.3348416289;794;4;221;221;1.33 (+- 0.52);1.5;1.5;2
4;forum_vis_START>assignment_vis_START>assignment_try_END>assignment_sub_END;215;690584;577350.1023255814;760;4;215;215;1.29 (+- 0.53);1.5;1.5;2
4;forum_vis_START>assignment_sub_START>assignment_vis_END>assignment_sub_END;162;690305;590515.438271605;324;2;162;162;1.28 (+- 0.56);1.5;1.5;2
4;forum_vis_START>assignment_try_START>assignment_vis_END>assignment_sub_END;164;690438;584382.4146341464;328;2;164;164;1.34 (+- 0.56);1.5;1.5;2
4;forum_vis_START>assignment_vis_END>assignment_sub_END>assignment_vis_END;220;690252;577841.9227272727;1482;8;220;220;1.34 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_vis_END>assignment_sub_END>assignment_sub_END;220;690252;577841.9227272727;1482;8;220;220;1.34 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_vis_END>assignment_sub_END>assignment_try_END;166;690238;573639.1325301204;664;4;166;166;1.33 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_vis_END>assignment_try_END>assignment_sub_END;300;690584;571038.0533333333;4409;24;300;300;1.27 (+- 0.53);1.5;1.0;2
4;forum_vis_START>assignment_vis_END>assignment_try_END>assignment_vis_END;228;690238;572226.3464912281;1516;8;228;228;1.32 (+- 0.49);1.5;1.5;2
4;forum_vis_START>assignment_vis_END>assignment_try_END>assignment_try_END;164;690017;574042.4451219512;656;4;164;164;1.33 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_vis_END>assignment_vis_END>assignment_sub_END;296;690482;577157.6385135135;3497;18;296;296;1.31 (+- 0.51);1.5;1.5;2
4;forum_vis_START>assignment_vis_END>assignment_vis_END>assignment_vis_END;186;690276;580546.4086021505;372;2;186;186;1.31 (+- 0.51);1.5;1.5;2
4;forum_vis_START>assignment_vis_END>assignment_vis_END>assignment_try_END;213;690296;577072.6995305164;1432;8;213;213;1.29 (+- 0.51);1.5;1.5;2
4;forum_vis_START>assignment_sub_END>assignment_vis_END>assignment_sub_END;220;690252;577841.9227272727;1482;8;220;220;1.34 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_sub_END>assignment_vis_END>assignment_try_END;166;690238;573639.1325301204;664;4;166;166;1.33 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_sub_END>assignment_try_END>assignment_sub_END;166;690238;573639.1325301204;664;4;166;166;1.33 (+- 0.49);1.5;1.0;2
4;forum_vis_START>forum_vis_START>assignment_vis_END>assignment_try_END;169;690266;573341.6331360947;338;2;169;169;1.29 (+- 0.51);1.5;1.5;2
4;forum_vis_START>forum_vis_START>assignment_vis_END>assignment_sub_END;209;690267;571924.6889952153;715;4;209;209;1.30 (+- 0.50);1.5;1.5;2
4;forum_vis_START>forum_vis_START>assignment_vis_END>assignment_vis_END;167;690238;581830.1856287426;334;2;167;167;1.34 (+- 0.50);1.5;1.5;2
4;forum_vis_START>forum_vis_START>assignment_try_END>assignment_sub_END;169;690266;573341.6331360947;338;2;169;169;1.29 (+- 0.51);1.5;1.5;2
4;forum_vis_START>assignment_try_END>assignment_sub_END>assignment_vis_END;178;690017;574595.5337078652;712;4;178;178;1.34 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_try_END>assignment_sub_END>assignment_sub_END;178;690017;574595.5337078652;712;4;178;178;1.34 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_try_END>assignment_vis_END>assignment_sub_END;228;690238;572226.3464912281;1516;8;228;228;1.32 (+- 0.49);1.5;1.5;2
4;forum_vis_START>assignment_try_END>assignment_vis_END>assignment_try_END;164;690017;574042.4451219512;656;4;164;164;1.33 (+- 0.49);1.5;1.0;2
4;forum_vis_START>assignment_try_END>assignment_try_END>assignment_sub_END;164;690017;574042.4451219512;656;4;164;164;1.33 (+- 0.49);1.5;1.0;2
4;forum_vis_START>forum_vis_END>assignment_vis_END>assignment_try_END;166;690276;570340.0120481928;332;2;166;166;1.32 (+- 0.52);1.5;1.5;2
4;forum_vis_START>forum_vis_END>assignment_vis_END>assignment_sub_END;205;690482;573787.424390244;539;3;205;205;1.31 (+- 0.52);1.5;1.5;2
4;forum_vis_START>forum_vis_END>assignment_try_END>assignment_sub_END;166;690276;570340.0120481928;332;2;166;166;1.32 (+- 0.52);1.5;1.5;2
4;forum_vis_START>resource_vis_END>assignment_vis_END>assignment_sub_END;167;690296;578328.239520958;167;1;167;167;1.30 (+- 0.52);1.5;1.5;2
4;forum_vis_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;242;690598;519076.173553719;801;4;242;242;1.31 (+- 0.52);1.5;1.5;2
4;forum_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;287;690598;483514.7909407666;1583;8;287;287;1.25 (+- 0.52);1.5;1.5;2
4;forum_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END;190;690540;506414.3947368421;380;2;190;190;1.29 (+- 0.52);1.5;1.5;2
4;forum_vis_END>forum_vis_END>assignment_vis_END>assignment_sub_END;205;690598;509537.7756097561;371;2;205;205;1.33 (+- 0.53);1.5;1.5;2
4;forum_vis_END>forum_participation_END>assignment_vis_END>assignment_sub_END;167;690133;507919.41916167666;167;1;167;167;1.31 (+- 0.53);1.5;1.5;2
4;forum_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;190;690540;506414.3947368421;380;2;190;190;1.29 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_try_END>assignment_sub_END;458;690598;448480.4192139738;12274;57;458;458;1.22 (+- 0.53);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_try_END>assignment_vis_END;286;690540;464486.1433566434;4936;26;286;286;1.27 (+- 0.53);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_try_END>assignment_try_END;200;690319;445408.13;1556;8;200;200;1.30 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_sub_END>assignment_vis_END;297;690540;478485.63973063976;5204;26;297;297;1.28 (+- 0.51);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_sub_END>assignment_try_END;228;690540;451279.6842105263;2360;12;228;228;1.28 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_sub_END>assignment_sub_END;297;690540;478485.63973063976;5204;26;297;297;1.28 (+- 0.51);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_try_END;259;690598;459858.6833976834;2840;14;259;259;1.28 (+- 0.54);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_sub_END;390;690598;483546.5025641026;10686;52;390;390;1.26 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_vis_END>assignment_vis_END>assignment_vis_END;180;690598;468858.13333333336;360;2;180;180;1.32 (+- 0.53);1.5;1.5;2
4;resource_vis_END>assignment_try_END>assignment_sub_END>assignment_vis_END;226;690319;452341.7168141593;1990;10;226;226;1.30 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_try_END>assignment_sub_END>assignment_try_END;197;690319;440865.1218274112;1544;8;197;197;1.28 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_try_END>assignment_sub_END>assignment_sub_END;226;690319;452341.7168141593;1990;10;226;226;1.30 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_try_END>assignment_vis_END>assignment_try_END;208;690319;444685.4903846154;1588;8;208;208;1.30 (+- 0.53);1.5;1.5;2
4;resource_vis_END>assignment_try_END>assignment_vis_END>assignment_sub_END;298;690540;462946.3020134228;5206;27;298;298;1.28 (+- 0.53);1.5;1.5;2
4;resource_vis_END>assignment_try_END>assignment_try_END>assignment_sub_END;208;690319;444685.4903846154;1588;8;208;208;1.30 (+- 0.53);1.5;1.5;2
4;resource_vis_END>assignment_sub_END>assignment_vis_END>assignment_try_END;252;690540;451769.2380952381;2812;14;252;252;1.28 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_sub_END>assignment_vis_END>assignment_sub_END;329;690540;475934.0121580547;6857;34;329;329;1.28 (+- 0.52);1.5;1.5;2
4;resource_vis_END>assignment_sub_END>assignment_try_END>assignment_sub_END;252;690540;451769.2380952381;2812;14;252;252;1.28 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>assignment_vis_END;722;690598;587923.1814404433;24882;83;722;722;1.23 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>assignment_try_END;624;690598;592818.8798076923;20466;68;624;624;1.24 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>assignment_sub_END;723;690598;587777.0857538036;22193;72;723;723;1.24 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>assignment_try_START;256;690185;278682.7109375;453;2;256;256;1.27 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>assignment_sub_START;231;690185;185824.54545454544;428;2;231;231;1.25 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>forum_vis_END;164;690506;594777.0304878049;652;4;164;164;1.26 (+- 0.50);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>assignment_vis_START;232;690482;434490.4439655172;232;1;232;232;1.28 (+- 0.50);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>resource_vis_END;287;690528;594771.1184668989;3176;14;287;287;1.21 (+- 0.51);1.0;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_START>forum_vis_START;163;690438;517232.1472392638;163;1;163;163;1.25 (+- 0.49);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_END>assignment_try_END;720;690598;593362.95;28789;92;720;720;1.23 (+- 0.54);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_END>assignment_vis_END;610;690582;595402.075409836;23784;82;610;610;1.26 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_END>assignment_sub_END;824;690598;588961.2463592233;33780;108;824;824;1.23 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_vis_END>resource_vis_END;246;690528;599102.3292682926;2498;12;246;246;1.23 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_try_END>assignment_vis_END;533;690303;595754.243902439;17344;56;533;533;1.26 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_try_END>assignment_sub_END;720;690598;593362.95;27620;86;720;720;1.23 (+- 0.54);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_try_END>assignment_try_END;381;690303;601604.4776902887;11064;32;381;381;1.26 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_sub_END>assignment_vis_END;454;690303;601721.8370044053;13126;38;454;454;1.27 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_sub_END>assignment_try_END;378;690303;601129.3095238095;11024;32;378;378;1.27 (+- 0.51);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_sub_END>assignment_sub_END;454;690303;601721.8370044053;13126;38;454;454;1.27 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>assignment_try_START>assignment_sub_START;197;690185;196514.56345177666;394;2;197;197;1.24 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>forum_vis_END>assignment_vis_END;189;690506;596341.6507936508;702;4;189;189;1.24 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>forum_vis_END>assignment_sub_END;191;690506;596359.5183246073;706;4;191;191;1.25 (+- 0.53);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>forum_vis_START>assignment_vis_END;169;690438;590294.3964497042;338;2;169;169;1.25 (+- 0.52);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>forum_vis_START>assignment_sub_END;170;690438;589659.1117647059;339;2;170;170;1.26 (+- 0.51);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>resource_vis_END>assignment_vis_END;321;690528;595360.7912772585;5094;24;321;321;1.21 (+- 0.52);1.0;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>resource_vis_END>assignment_try_END;252;690528;599508.4920634921;3220;16;252;252;1.19 (+- 0.52);1.0;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_sub_START>resource_vis_END>assignment_sub_END;330;690528;595000.4727272728;4603;21;330;330;1.21 (+- 0.52);1.0;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_vis_START>assignment_vis_END>assignment_try_END;673;690598;593045.0534918277;28559;94;673;673;1.23 (+- 0.54);1.5;1.5;2
5;assignment_vis_START>assignment_try_START>assignment_vis_START>assignment_vis_END>assignment_vis_END;630;690582;592742.6158730158;25766;92;630;630;1.26 (+- 0.53);1.5;1.5;2
